state,county,race_whtnothsp_pct,race_blkafr_pct,race_amrindalsk_pct,race_asn_pct,race_hwnpcf_pct,race_multi_pct,race_hspltn_pct,college_edu_pct,poverty_pct,partisan_score
Alabama,Autauga,74.3,19.6,0.5,1.2,0.1,1.8,3.0,25.0,13.4,-5
Alabama,Baldwin,83.1,8.9,0.8,1.2,0.1,1.8,4.6,30.7,10.1,-5
Alabama,Barbour,45.6,48.4,0.7,0.5,0.2,1.2,4.3,12.0,33.4,-1
Alabama,Bibb,74.6,21.3,0.4,0.2,0.1,1.1,2.6,13.2,20.2,-5
Alabama,Blount,86.9,1.6,0.7,0.3,0.1,1.4,9.6,13.1,12.8,-5
Alabama,Bullock,21.2,70.7,0.8,0.2,0.7,1.3,8.0,13.4,34.4,5
Alabama,Butler,51.3,44.9,0.4,1.3,0.1,1.1,1.5,16.1,21.3,-2
Alabama,Calhoun,72.0,21.1,0.5,1.0,0.1,2.0,3.9,17.9,17.7,-5
Alabama,Chambers,55.2,40.0,0.3,1.3,0.0,1.3,2.6,13.3,18.2,-2
Alabama,Cherokee,91.7,4.3,0.7,0.3,0.0,1.7,1.6,12.5,17.2,-5
Alabama,Chilton,80.1,10.4,0.6,0.5,0.2,1.3,7.9,15.1,16.8,-5
Alabama,Choctaw,56.4,41.7,0.2,0.2,0.0,0.7,1.0,11.6,23.7,-2
Alabama,Clarke,52.5,44.6,0.5,0.4,0.0,1.0,1.4,13.0,23.3,-2
Alabama,Clay,80.5,14.1,0.5,0.2,0.0,1.9,3.0,10.3,18.1,-5
Alabama,Cleburne,92.8,2.9,0.5,0.2,0.1,1.3,2.5,12.4,16.1,-5
Alabama,Coffee,69.9,17.7,1.4,1.6,0.4,3.0,7.6,22.7,15.5,-5
Alabama,Colbert,78.4,16.2,0.7,0.6,0.1,1.9,2.7,18.8,15.4,-5
Alabama,Conecuh,50.3,46.3,0.5,0.2,0.0,1.3,2.2,8.8,23.7,-1
Alabama,Coosa,65.4,30.9,0.6,0.1,0.2,1.3,2.5,11.0,17.4,-4
Alabama,Covington,83.2,12.6,0.7,0.5,0.0,1.7,1.7,15.5,17.7,-5
Alabama,Crenshaw,70.9,23.5,0.6,1.1,0.0,2.0,2.3,16.3,19.9,-5
Alabama,Cullman,91.9,1.3,0.6,0.7,0.1,1.4,4.4,14.9,13.8,-5
Alabama,Dale,68.4,21.0,0.8,1.4,0.2,2.8,6.6,16.8,17.7,-5
Alabama,Dallas,27.2,70.5,0.3,0.6,0.0,0.9,1.1,14.2,27.9,4
Alabama,DeKalb,80.1,1.9,2.0,0.5,0.6,2.2,14.8,13.0,19.5,-5
Alabama,Elmore,73.0,21.5,0.5,0.7,0.1,1.7,3.0,22.8,12.0,-5
Alabama,Escambia,60.2,31.7,3.9,0.3,0.1,2.1,2.5,12.1,23.3,-4
Alabama,Etowah,77.7,15.7,0.6,0.8,0.3,1.8,4.0,16.9,18.1,-5
Alabama,Fayette,84.2,12.0,0.5,0.4,0.0,1.4,1.8,14.6,19.4,-5
Alabama,Franklin,76.2,4.5,1.5,0.3,0.2,1.7,17.8,13.4,20.5,-5
Alabama,Geneva,83.7,9.5,1.0,0.3,0.1,1.9,4.0,11.1,21.7,-5
Alabama,Greene,17.5,80.1,0.3,0.3,0.0,0.8,1.7,11.4,33.2,5
Alabama,Hale,39.7,58.1,0.3,0.3,0.0,0.7,1.4,14.4,25.1,2
Alabama,Henry,69.3,26.3,0.5,0.4,0.0,1.5,2.7,17.1,17.0,-5
Alabama,Houston,66.3,27.2,0.5,1.1,0.1,2.0,3.4,20.9,16.6,-5
Alabama,Jackson,89.1,3.6,1.7,0.6,0.1,2.8,3.0,13.4,16.6,-5
Alabama,Jefferson,49.7,43.5,0.3,1.8,0.1,1.3,4.0,31.9,16.7,1
Alabama,Lamar,86.0,10.6,0.3,0.1,0.0,1.7,1.7,13.3,18.7,-5
Alabama,Lauderdale,84.6,10.1,0.5,0.8,0.1,1.7,2.9,22.5,13.7,-5
Alabama,Lawrence,76.4,10.9,5.8,0.2,0.0,4.8,2.2,10.2,16.8,-5
Alabama,Lee,67.5,23.1,0.4,4.2,0.1,1.7,3.8,34.9,17.8,-3
Alabama,Limestone,76.1,13.8,0.8,1.6,0.2,2.4,6.1,24.6,11.9,-5
Alabama,Lowndes,25.1,72.5,0.4,0.4,0.0,0.7,1.7,13.7,25.9,5
Alabama,Macon,16.1,80.7,0.3,0.6,0.0,1.4,1.8,20.1,30.6,5
Alabama,Madison,64.6,24.9,0.8,2.7,0.1,2.6,5.1,40.6,12.8,-3
Alabama,Marengo,44.9,51.4,0.2,0.3,0.2,1.0,2.6,15.4,22.8,1
Alabama,Marion,91.8,3.9,0.4,0.3,0.1,1.3,2.6,13.4,19.3,-5
Alabama,Marshall,80.4,3.0,1.1,0.7,0.3,1.8,14.3,17.7,20.1,-5
Alabama,Mobile,56.7,36.1,0.9,2.1,0.0,1.7,3.1,23.0,19.7,-2
Alabama,Monroe,54.0,41.2,1.3,0.5,0.0,1.8,1.6,12.5,23.8,-2
Alabama,Montgomery,33.3,59.0,0.3,3.2,0.1,1.4,3.5,32.3,21.3,3
Alabama,Morgan,75.3,13.0,1.1,0.7,0.2,2.2,8.5,20.9,14.8,-5
Alabama,Perry,29.6,67.9,0.3,0.6,0.0,0.7,1.4,16.9,37.2,5
Alabama,Pickens,53.9,40.2,0.2,0.3,0.3,1.0,4.8,11.8,22.3,-2
Alabama,Pike,55.8,37.7,0.7,2.1,0.1,1.9,2.4,24.7,27.7,-3
Alabama,Randolph,75.3,19.5,0.5,0.4,0.1,1.7,2.9,14.6,17.0,-5
Alabama,Russell,46.0,45.7,0.6,0.9,0.3,2.6,5.6,16.9,23.2,0
Alabama,St. Clair,85.6,9.5,0.4,0.9,0.1,1.5,2.5,16.0,13.5,-5
Alabama,Shelby,77.5,13.1,0.4,2.3,0.1,1.4,5.8,42.2,7.4,-5
Alabama,Sumter,24.6,71.8,0.1,2.0,0.0,0.8,1.2,18.2,35.9,5
Alabama,Talladega,62.5,32.8,0.4,0.7,0.0,1.8,2.4,13.6,18.3,-3
Alabama,Tallapoosa,68.8,27.1,0.4,0.6,0.1,1.3,2.4,18.2,18.3,-5
Alabama,Tuscaloosa,61.2,32.1,0.3,1.6,0.1,1.3,3.9,30.2,15.9,-3
Alabama,Walker,88.9,6.2,0.6,0.6,0.1,1.6,2.6,11.1,17.4,-5
Alabama,Washington,65.1,23.5,7.9,0.9,0.1,1.4,1.6,10.7,20.2,-5
Alabama,Wilcox,26.6,71.3,0.2,0.2,0.0,0.8,1.4,12.0,32.0,5
Alabama,Winston,93.7,0.9,0.9,0.4,0.2,1.5,3.2,12.9,21.3,-5
Arizona,Apache,18.1,0.6,74.9,0.4,0.0,1.6,6.4,11.5,33.1,4
Arizona,Cochise,54.9,4.6,1.8,2.3,0.4,3.2,35.6,23.6,16.1,-3
Arizona,Coconino,54.0,1.5,27.6,2.1,0.2,3.0,14.3,35.4,18.4,2
Arizona,Gila,62.0,0.8,17.8,0.9,0.2,1.7,18.7,19.0,24.1,-4
Arizona,Graham,51.0,1.8,13.6,0.7,0.2,1.9,33.1,14.1,20.9,-5
Arizona,Greenlee,45.8,2.1,4.1,0.9,0.1,2.6,47.3,12.1,10.1,-4
Arizona,La Paz,56.7,1.2,18.2,1.0,0.1,3.0,28.1,11.2,20.9,-5
Arizona,Maricopa,54.9,6.3,2.8,4.6,0.3,3.0,31.3,31.4,13.5,-1
Arizona,Mohave,76.9,1.3,3.0,1.2,0.3,2.4,16.8,12.3,17.3,-5
Arizona,Navajo,41.7,1.0,45.6,0.7,0.1,2.2,11.5,15.5,26.4,-2
Arizona,Pima,51.4,4.2,4.3,3.4,0.2,3.0,37.6,31.6,16.6,2
Arizona,Pinal,56.6,5.2,6.7,1.9,0.4,3.0,30.4,18.6,13.0,-3
Arizona,Santa Cruz,14.9,0.9,1.4,0.8,0.1,1.0,83.4,22.1,23.6,5
Arizona,Yavapai,80.4,0.9,2.1,1.2,0.1,2.2,14.7,25.0,13.9,-4
Arizona,Yuma,30.4,2.7,2.3,1.6,0.3,2.0,64.3,14.3,19.0,-1
Arkansas,Arkansas,69.5,24.9,0.4,0.8,0.0,1.8,3.3,14.1,19.9,-4
Arkansas,Ashley,68.3,24.9,0.7,0.3,0.1,1.4,5.5,13.4,19.8,-5
Arkansas,Baxter,94.5,0.4,0.8,0.5,0.1,1.6,2.5,18.4,13.9,-5
Arkansas,Benton,73.0,2.0,1.9,4.1,0.7,2.6,16.9,31.7,9.1,-5
Arkansas,Boone,93.6,0.4,0.9,0.7,0.1,2.0,2.6,16.2,14.9,-5
Arkansas,Bradley,55.3,27.7,1.5,0.5,0.0,1.6,15.7,14.4,20.9,-3
Arkansas,Calhoun,72.2,21.4,0.7,0.3,0.0,2.0,4.1,12.3,15.2,-5
Arkansas,Carroll,79.2,0.8,1.3,1.5,1.1,2.2,15.2,19.3,16.4,-4
Arkansas,Chicot,38.9,54.3,0.5,0.7,0.0,1.1,5.8,13.2,30.1,2
Arkansas,Clark,68.4,24.5,0.7,0.6,0.1,1.6,4.9,26.4,21.4,-2
Arkansas,Clay,95.2,0.8,0.5,0.2,0.0,1.4,2.1,10.7,18.1,-5
Arkansas,Cleburne,94.7,0.4,0.7,0.5,0.0,1.6,2.4,15.9,15.6,-5
Arkansas,Cleveland,84.3,11.6,0.5,0.2,0.0,1.5,2.4,17.0,14.3,-5
Arkansas,Columbia,59.1,35.9,0.6,1.1,0.0,1.3,2.9,21.5,25.5,-4
Arkansas,Conway,81.3,11.4,0.9,0.5,0.0,2.4,4.0,15.8,17.2,-4
Arkansas,Craighead,75.6,16.2,0.5,1.2,0.1,1.8,5.2,26.5,14.9,-5
Arkansas,Crawford,83.8,1.6,2.6,1.7,0.1,3.3,8.0,14.5,17.5,-5
Arkansas,Crittenden,41.5,54.0,0.4,0.7,0.1,1.4,2.6,16.9,21.1,1
Arkansas,Cross,72.7,22.9,0.4,0.8,0.0,1.4,2.0,13.8,18.4,-5
Arkansas,Dallas,53.1,41.3,0.6,0.2,0.1,1.8,3.4,14.1,21.0,-2
Arkansas,Desha,44.5,48.0,0.4,0.6,0.1,1.4,6.4,12.6,29.0,1
Arkansas,Drew,66.1,28.0,0.6,0.7,0.0,1.2,3.9,18.5,20.3,-3
Arkansas,Faulkner,80.0,12.2,0.7,1.3,0.1,2.2,4.1,29.7,13.4,-4
Arkansas,Franklin,91.5,1.0,1.4,1.0,0.2,1.8,3.4,11.3,18.0,-5
Arkansas,Fulton,95.0,0.7,0.8,0.3,0.0,1.8,1.5,12.1,20.6,-5
Arkansas,Garland,81.8,8.7,0.8,0.9,0.1,2.5,5.9,20.1,15.9,-4
Arkansas,Grant,92.3,2.8,0.5,0.4,0.1,1.5,2.9,19.0,12.2,-5
Arkansas,Greene,92.6,1.8,0.6,0.4,0.4,1.6,2.9,16.1,14.8,-5
Arkansas,Hempstead,54.3,30.2,0.7,0.5,0.2,2.2,13.2,13.1,24.2,-4
Arkansas,Hot Spring,82.5,11.3,0.6,0.4,0.1,2.1,3.5,13.8,16.8,-5
Arkansas,Howard,63.7,21.0,1.6,0.6,0.1,1.9,12.6,15.3,19.1,-5
Arkansas,Independence,88.3,2.3,0.8,0.8,0.2,1.7,6.5,18.0,15.9,-5
Arkansas,Izard,92.7,2.1,0.9,0.5,0.0,1.5,2.6,12.9,19.3,-5
Arkansas,Jackson,76.6,17.7,0.7,0.5,0.2,1.9,2.9,9.2,22.2,-4
Arkansas,Jefferson,38.6,57.1,0.4,0.9,0.1,1.4,2.1,16.8,23.5,3
Arkansas,Johnson,78.9,2.3,1.2,2.5,0.1,2.2,14.1,15.7,18.4,-5
Arkansas,Lafayette,59.2,36.3,0.6,0.5,0.1,1.3,2.8,15.0,24.1,-3
Arkansas,Lawrence,94.8,1.2,0.6,0.3,0.0,1.4,1.7,15.5,16.9,-5
Arkansas,Lee,41.2,54.2,0.6,0.6,0.0,1.4,2.5,8.4,37.3,2
Arkansas,Lincoln,64.1,30.4,0.5,0.3,0.0,1.4,3.9,7.9,23.4,-4
Arkansas,Little River,72.6,19.8,1.7,0.5,0.1,2.5,3.7,10.3,17.0,-5
Arkansas,Logan,90.4,1.6,1.2,2.4,0.0,1.9,3.1,12.0,20.5,-5
Arkansas,Lonoke,85.6,6.3,0.7,0.9,0.1,2.1,4.8,20.1,11.1,-5
Arkansas,Madison,89.3,0.9,1.7,0.8,0.5,1.8,6.0,11.6,17.0,-5
Arkansas,Marion,93.8,0.6,0.9,0.7,0.1,2.1,2.3,16.0,18.3,-5
Arkansas,Miller,68.6,25.2,0.8,0.5,0.1,2.0,3.6,15.8,18.8,-5
Arkansas,Mississippi,58.2,35.7,0.4,0.5,0.0,1.5,4.2,12.2,24.3,-2
Arkansas,Monroe,54.3,40.0,0.7,0.7,0.0,2.2,3.0,9.3,27.3,-1
Arkansas,Montgomery,90.2,0.8,1.3,1.6,0.0,2.4,4.6,12.3,21.1,-5
Arkansas,Nevada,62.7,31.0,0.4,0.5,0.0,1.7,4.2,17.0,19.5,-3
Arkansas,Newton,93.5,0.6,1.3,0.4,0.0,2.4,2.0,15.7,19.8,-5
Arkansas,Ouachita,54.9,40.2,0.5,0.5,0.0,2.2,2.5,15.3,19.9,-2
Arkansas,Perry,91.8,2.0,1.0,0.3,0.0,2.1,3.1,12.9,15.1,-5
Arkansas,Phillips,34.6,62.0,0.4,0.5,0.0,1.3,2.1,11.3,39.8,3
Arkansas,Pike,87.4,3.4,1.2,0.8,0.0,2.0,6.4,14.9,18.5,-5
Arkansas,Poinsett,86.3,8.4,0.4,0.3,0.0,1.7,3.2,9.8,21.0,-5
Arkansas,Polk,87.6,0.6,2.1,1.0,0.0,2.5,6.6,12.5,23.3,-5
Arkansas,Pope,83.6,3.4,1.0,1.3,0.1,2.2,9.4,22.2,16.7,-5
Arkansas,Prairie,84.8,11.8,0.4,0.1,0.1,1.3,1.8,13.8,16.1,-5
Arkansas,Pulaski,51.9,37.5,0.5,2.3,0.1,2.2,6.2,33.7,15.0,2
Arkansas,Randolph,93.1,1.0,0.6,0.4,1.3,1.7,2.1,14.5,19.4,-5
Arkansas,St. Francis,39.8,52.9,0.8,0.6,0.1,1.6,5.4,9.5,33.7,2
Arkansas,Saline,83.9,8.1,0.6,1.3,0.1,1.5,5.0,25.5,7.9,-5
Arkansas,Scott,84.3,0.7,2.7,3.3,0.0,2.3,7.7,10.2,20.6,-5
Arkansas,Searcy,92.8,0.5,1.6,0.4,0.0,2.3,2.7,13.1,21.6,-5
Arkansas,Sebastian,69.0,6.9,2.4,4.7,0.2,3.8,14.6,19.0,18.6,-5
Arkansas,Sevier,56.6,4.1,3.3,0.6,1.1,2.7,34.0,10.6,19.5,-5
Arkansas,Sharp,93.4,0.9,1.0,0.6,0.1,2.0,2.3,10.5,23.9,-5
Arkansas,Stone,94.4,0.4,0.9,0.5,0.0,1.8,2.0,13.4,21.2,-5
Arkansas,Union,60.7,32.9,0.5,0.7,0.1,1.7,4.1,20.1,17.5,-4
Arkansas,Van Buren,93.5,0.6,1.0,0.4,0.0,1.8,3.1,12.9,19.8,-5
Arkansas,Washington,70.7,3.7,1.6,2.7,2.6,2.9,17.1,31.9,13.8,-2
Arkansas,White,87.9,4.6,0.7,0.8,0.1,2.0,4.4,20.8,15.2,-5
Arkansas,Woodruff,69.3,26.3,0.6,0.3,0.1,1.9,2.1,11.4,26.8,-2
Arkansas,Yell,74.9,2.0,1.1,1.3,0.1,1.5,20.5,13.7,18.8,-5
California,Alameda,31.1,11.2,1.1,31.8,1.0,5.3,22.4,44.7,9.3,5
California,Alpine,64.1,0.1,23.9,2.0,0.0,4.1,11.4,25.6,18.1,3
California,Amador,77.4,2.7,2.3,1.7,0.3,3.3,14.4,22.1,10.9,-4
California,Butte,71.6,1.8,2.5,4.9,0.3,4.6,16.7,26.6,18.1,-1
California,Calaveras,80.7,1.0,1.9,1.7,0.3,3.9,12.4,19.3,13.1,-3
California,Colusa,34.3,1.2,2.8,1.7,0.6,2.5,60.3,15.7,12.2,-2
California,Contra Costa,43.2,9.5,1.0,18.0,0.6,5.3,25.8,40.7,9.1,5
California,Del Norte,62.4,3.5,9.3,3.1,0.2,5.4,20.0,14.4,24.6,-3
California,El Dorado,77.6,1.0,1.3,4.7,0.2,3.8,12.9,33.3,8.3,-2
California,Fresno,29.0,5.8,3.0,11.0,0.3,3.2,53.5,20.1,21.1,1
California,Glenn,50.8,1.4,3.2,3.1,0.2,3.0,42.3,13.0,14.8,-4
California,Humboldt,74.1,1.4,6.3,2.9,0.3,5.7,11.8,29.4,19.7,3
California,Imperial,10.4,3.4,2.5,2.1,0.2,1.7,84.6,14.3,20.7,5
California,Inyo,61.8,1.2,13.5,1.6,0.2,3.5,22.7,25.3,11.8,-2
California,Kern,33.5,6.3,2.6,5.4,0.3,3.1,54.0,15.8,21.2,-2
California,Kings,31.8,7.3,3.2,4.5,0.3,3.7,55.0,13.0,18.4,-2
California,Lake,69.7,2.1,4.4,1.4,0.3,4.6,21.3,15.3,20.2,1
California,Lassen,65.1,8.3,4.3,1.6,0.9,3.8,19.2,12.4,16.3,-5
California,Los Angeles,26.1,9.0,1.4,15.4,0.4,3.1,48.6,31.2,14.9,5
California,Madera,33.7,4.3,4.4,2.5,0.3,2.5,58.3,13.8,21.2,-2
California,Marin,71.5,2.8,1.0,6.5,0.3,4.0,16.1,57.5,7.9,5
California,Mariposa,79.7,1.3,3.4,1.7,0.2,4.0,11.6,24.4,15.2,-3
California,Mendocino,64.7,1.1,6.3,2.2,0.3,3.9,25.6,24.8,16.3,4
California,Merced,27.1,4.0,2.5,7.9,0.4,3.2,60.2,13.8,23.0,2
California,Modoc,77.7,1.4,5.0,1.3,0.3,3.7,14.2,16.6,19.2,-5
California,Mono,65.3,0.8,3.0,2.2,0.3,3.3,27.6,31.5,9.3,2
California,Monterey,29.6,3.5,2.6,6.8,0.6,3.8,59.1,23.9,11.9,5
California,Napa,52.0,2.5,1.3,8.8,0.4,3.3,34.5,34.6,6.8,4
California,Nevada,84.9,0.6,1.3,1.4,0.2,3.1,9.7,35.8,11.0,1
California,Orange,40.1,2.1,1.0,21.4,0.4,3.5,34.2,39.1,11.5,1
California,Placer,72.1,1.9,1.1,8.0,0.3,4.4,14.3,37.5,7.8,-2
California,Plumas,83.4,1.0,3.1,1.2,0.1,3.7,9.2,22.6,14.3,-3
California,Riverside,34.7,7.2,1.9,7.1,0.4,3.6,49.6,21.5,12.9,1
California,Sacramento,44.2,10.9,1.5,16.9,1.3,6.4,23.4,29.9,14.1,3
California,San Benito,33.5,1.5,3.1,3.6,0.4,3.5,60.6,19.2,8.4,3
California,San Bernardino,27.9,9.4,2.1,7.8,0.5,3.5,54.0,19.8,16.0,2
California,San Diego,45.2,5.5,1.3,12.6,0.6,4.5,34.0,37.4,11.9,3
California,San Francisco,40.3,5.6,0.7,35.9,0.5,4.4,15.2,55.8,10.1,5
California,San Joaquin,31.0,8.3,2.0,17.0,0.8,5.4,41.9,18.1,15.5,2
California,San Luis Obispo,68.6,2.1,1.4,4.0,0.2,3.6,22.8,34.0,11.9,1
California,San Mateo,38.9,2.7,0.9,30.1,1.5,4.7,24.3,48.5,6.4,5
California,Santa Barbara,44.1,2.4,2.2,6.0,0.3,3.7,45.8,33.3,14.2,3
California,Santa Clara,31.0,2.8,1.2,38.3,0.5,4.1,25.3,50.0,7.5,5
California,Santa Cruz,56.9,1.4,1.9,5.2,0.2,4.2,34.1,39.8,12.6,5
California,Shasta,79.6,1.2,3.2,3.1,0.2,4.5,10.3,21.4,17.0,-5
California,Sierra,82.8,0.6,2.5,0.7,0.1,2.8,12.1,21.4,13.7,-4
California,Siskiyou,75.7,1.5,5.1,1.6,0.4,5.4,12.9,22.7,17.7,-3
California,Solano,37.6,14.8,1.3,16.2,1.0,7.0,26.9,25.6,10.0,4
California,Sonoma,63.1,2.1,2.2,4.6,0.4,4.0,27.2,33.8,9.3,5
California,Stanislaus,41.1,3.5,2.0,6.1,0.9,4.1,47.0,16.7,14.0,0
California,Sutter,45.3,2.7,2.4,17.0,0.4,4.7,31.5,17.5,13.2,-2
California,Tehama,67.6,1.0,3.4,1.4,0.2,3.7,25.7,14.4,20.1,-5
California,Trinity,81.8,0.7,5.2,1.4,0.2,5.4,7.5,19.5,20.3,-2
California,Tulare,28.1,2.2,2.8,4.0,0.2,2.6,65.2,13.8,24.0,-2
California,Tuolumne,79.8,2.0,2.3,1.4,0.3,3.6,12.7,20.6,12.2,-3
California,Ventura,45.0,2.4,1.9,7.9,0.3,3.5,43.0,32.6,9.5,2
California,Yolo,46.3,3.0,1.8,15.0,0.6,5.4,31.9,40.6,17.5,5
California,Yuba,54.3,4.4,2.9,7.5,0.5,6.4,28.7,16.4,15.3,-3
Colorado,Adams,49.6,3.9,2.3,4.4,0.2,3.2,40.4,23.1,10.6,1
Colorado,Alamosa,48.3,2.1,5.3,1.6,0.3,3.4,45.8,26.2,21.3,0
Colorado,Arapahoe,59.9,11.4,1.1,6.5,0.3,4.0,19.5,41.6,7.8,2
Colorado,Archuleta,76.8,0.8,3.5,1.2,0.1,2.5,18.2,37.0,11.7,-3
Colorado,Baca,84.5,1.1,2.0,0.4,0.0,2.7,11.0,21.4,19.7,-5
Colorado,Bent,56.6,7.9,3.5,1.4,0.1,2.0,32.0,10.3,32.0,-4
Colorado,Boulder,77.6,1.2,0.8,5.0,0.1,2.8,13.9,60.4,12.6,5
Colorado,Broomfield,76.6,1.5,0.8,6.7,0.1,2.8,12.6,53.4,4.6,2
Colorado,Chaffee,85.2,1.7,1.6,0.9,0.1,1.7,10.1,32.4,11.4,-1
Colorado,Cheyenne,84.4,0.9,1.3,0.9,0.1,1.5,11.7,21.9,13.6,-5
Colorado,Clear Creek,88.2,1.1,1.2,1.0,0.1,2.2,7.4,46.4,7.8,0
Colorado,Conejos,45.3,0.9,4.0,1.0,0.2,2.2,51.7,19.2,21.2,-1
Colorado,Costilla,34.9,2.0,5.3,1.5,0.3,2.7,60.3,20.9,27.3,4
Colorado,Crowley,54.0,10.7,3.5,1.2,0.0,2.2,31.2,8.1,47.4,-5
Colorado,Custer,89.9,1.5,1.2,0.5,0.0,2.3,5.5,33.3,13.2,-5
Colorado,Delta,81.1,0.8,1.3,0.8,0.1,2.0,15.4,19.4,16.7,-5
Colorado,Denver,54.5,9.8,1.8,4.1,0.2,3.3,29.7,46.5,12.5,5
Colorado,Dolores,87.9,0.4,3.2,0.2,0.1,2.5,6.2,19.8,12.8,-5
Colorado,Douglas,81.9,1.5,0.5,5.2,0.1,2.7,9.0,58.0,3.2,-3
Colorado,Eagle,66.8,1.6,1.4,1.3,0.1,1.3,29.8,45.1,7.5,3
Colorado,Elbert,88.2,1.4,0.8,1.1,0.2,2.0,7.2,35.0,4.9,-5
Colorado,El Paso,68.9,6.9,1.4,3.1,0.4,4.9,17.5,37.3,10.8,-3
Colorado,Fremont,78.8,3.9,1.8,1.0,0.1,2.0,13.5,17.1,16.6,-5
Colorado,Garfield,67.9,1.2,1.7,0.9,0.2,2.0,28.8,30.2,7.6,-2
Colorado,Gilpin,87.3,1.2,1.3,1.6,0.2,2.2,7.3,36.6,6.9,0
Colorado,Grand,87.1,1.0,0.9,0.9,0.2,2.0,9.0,38.4,8.7,-2
Colorado,Gunnison,87.1,0.7,2.6,0.8,0.0,1.9,9.4,53.7,14.8,3
Colorado,Hinsdale,89.0,0.6,1.4,0.7,0.0,3.1,6.0,40.8,8.6,-3
Colorado,Huerfano,61.6,1.3,5.2,1.0,0.3,3.3,34.0,23.6,20.8,-2
Colorado,Jackson,84.7,0.1,2.6,0.7,0.0,1.5,12.6,16.5,13.7,-5
Colorado,Jefferson,78.0,1.4,1.2,3.1,0.1,2.5,15.5,43.1,7.6,1
Colorado,Kiowa,88.9,0.7,0.9,0.2,0.4,1.4,8.9,21.0,14.0,-5
Colorado,Kit Carson,77.9,0.8,1.2,0.7,0.2,1.8,19.0,15.8,11.6,-5
Colorado,Lake,60.4,1.0,2.7,0.7,0.1,2.5,35.9,31.2,12.2,2
Colorado,La Plata,78.4,0.6,7.5,0.8,0.1,2.7,13.0,43.1,9.2,1
Colorado,Larimer,82.5,1.2,1.0,2.4,0.1,2.6,11.7,45.9,11.0,1
Colorado,Las Animas,53.5,2.2,3.7,1.2,0.1,2.5,41.2,20.2,23.7,-2
Colorado,Lincoln,77.2,5.6,1.5,1.0,0.1,2.1,14.1,13.2,17.6,-5
Colorado,Logan,77.1,3.8,1.7,1.0,0.1,1.6,16.3,19.0,15.8,-5
Colorado,Mesa,81.1,0.9,1.5,1.0,0.1,2.4,14.8,27.2,14.9,-5
Colorado,Mineral,90.2,0.3,1.2,0.5,0.0,1.8,6.4,39.3,8.5,-3
Colorado,Moffat,80.4,0.8,1.6,0.7,0.1,2.3,15.7,17.2,11.0,-5
Colorado,Montezuma,72.0,0.5,14.1,0.7,0.1,2.5,12.7,28.0,15.2,-4
Colorado,Montrose,75.9,0.7,1.8,0.9,0.2,2.1,20.7,23.4,12.9,-5
Colorado,Morgan,58.1,3.8,1.9,0.8,0.3,1.6,36.3,17.2,11.4,-5
Colorado,Otero,53.7,1.8,3.7,1.0,0.2,3.2,42.1,17.7,23.5,-3
Colorado,Ouray,90.4,0.1,0.9,0.8,0.2,2.0,6.5,49.4,7.7,2
Colorado,Park,88.9,0.9,1.3,1.1,0.0,2.6,6.2,28.5,8.6,-4
Colorado,Phillips,77.0,1.0,1.0,0.5,0.1,1.0,20.6,21.6,10.9,-5
Colorado,Pitkin,85.7,1.0,0.5,1.9,0.1,1.5,10.1,61.2,5.9,5
Colorado,Prowers,58.2,0.9,2.0,0.5,0.0,2.0,38.6,16.0,18.2,-5
Colorado,Pueblo,52.0,2.6,3.1,1.1,0.2,2.9,43.1,21.7,18.2,-1
Colorado,Rio Blanco,84.6,1.2,1.6,0.7,0.1,2.7,10.3,20.9,9.5,-5
Colorado,Rio Grande,52.5,1.0,3.4,0.6,0.1,2.3,44.0,23.7,18.4,-3
Colorado,Routt,89.6,0.9,0.6,0.9,0.1,1.6,7.0,51.6,6.9,2
Colorado,Saguache,58.8,1.1,3.5,0.9,0.0,3.1,35.9,26.0,24.4,1
Colorado,San Juan,83.9,0.1,0.9,0.8,0.0,3.0,12.3,29.8,13.6,1
Colorado,San Miguel,85.9,0.9,1.4,0.9,0.1,1.7,10.7,54.1,7.7,5
Colorado,Sedgwick,79.7,1.0,1.2,1.4,0.2,2.3,16.7,20.8,15.5,-5
Colorado,Summit,81.8,1.3,0.8,1.3,0.1,1.5,14.6,47.8,7.3,3
Colorado,Teller,88.5,0.9,1.4,1.0,0.1,2.5,6.8,34.1,8.8,-5
Colorado,Washington,86.4,1.2,0.4,0.4,0.1,1.6,10.5,16.6,12.9,-5
Colorado,Weld,65.4,1.5,1.6,1.8,0.2,2.3,29.6,27.0,9.4,-3
Colorado,Yuma,74.1,0.6,0.9,0.5,0.2,1.1,23.9,21.0,13.0,-5
Connecticut,Fairfield,61.5,12.7,0.5,5.8,0.1,2.1,20.2,46.5,8.8,2
Connecticut,Hartford,60.6,15.7,0.6,5.9,0.1,2.6,18.5,37.4,11.0,3
Connecticut,Litchfield,88.1,2.3,0.3,2.1,0.1,1.7,6.7,35.0,6.9,-2
Connecticut,Middlesex,83.7,5.5,0.3,3.2,0.1,2.1,6.4,40.8,6.8,1
Connecticut,New Haven,62.3,15.0,0.5,4.3,0.1,2.5,18.6,34.6,11.0,2
Connecticut,New London,75.3,7.0,1.2,4.4,0.1,3.7,10.9,32.9,8.6,1
Connecticut,Tolland,84.3,3.8,0.3,4.9,0.1,2.0,5.7,39.7,7.4,1
