state,county,race_whtnothsp_pct,race_blkafr_pct,race_amrindalsk_pct,race_asn_pct,race_hwnpcf_pct,race_multi_pct,race_hspltn_pct,college_edu_pct,poverty_pct,partisan_score
Iowa,Dickinson,95.6,0.5,0.2,0.8,0.0,1.0,2.0,29.5,7.5,-5
Iowa,Dubuque,90.6,3.5,0.3,1.4,0.4,1.6,2.5,30.0,9.8,-1
Iowa,Emmet,86.9,1.4,1.6,0.7,0.1,2.1,9.8,20.6,10.3,-5
Iowa,Fayette,93.5,1.4,0.3,1.2,0.1,1.4,2.5,19.8,13.4,-3
Iowa,Floyd,90.7,2.7,0.3,1.5,0.1,1.4,3.7,20.9,11.8,-2
Iowa,Franklin,84.5,1.2,0.6,0.6,0.1,1.4,12.9,16.1,11.1,-4
Iowa,Fremont,94.4,0.8,0.4,0.4,0.0,1.3,3.1,20.8,12.2,-5
Iowa,Greene,94.2,0.5,0.5,0.5,0.1,1.3,3.2,20.6,10.4,-3
Iowa,Grundy,96.9,0.5,0.1,0.3,0.1,0.9,1.3,26.3,5.9,-5
Iowa,Guthrie,94.5,0.6,0.4,0.4,0.1,1.2,3.0,21.1,9.5,-4
Iowa,Hamilton,88.5,1.4,0.5,2.4,0.0,1.7,6.3,23.5,8.7,-3
Iowa,Hancock,92.8,1.0,0.3,0.6,0.1,1.0,4.6,20.7,8.4,-5
Iowa,Hardin,91.7,1.5,0.4,1.0,0.0,1.2,4.5,20.7,11.4,-4
Iowa,Harrison,96.0,0.4,0.4,0.4,0.0,1.3,1.8,17.8,10.0,-5
Iowa,Henry,87.9,2.8,0.4,2.6,0.2,1.7,5.0,19.9,11.6,-4
Iowa,Howard,96.4,0.6,0.2,0.3,0.1,1.0,1.6,14.6,10.1,-3
Iowa,Humboldt,92.8,0.7,0.3,0.5,0.0,1.4,4.9,20.2,9.4,-5
Iowa,Ida,95.2,0.4,0.4,0.6,0.1,1.1,2.5,19.7,9.1,-5
Iowa,Iowa,94.6,0.7,0.3,0.5,0.0,1.1,3.1,20.2,7.2,-3
Iowa,Jackson,95.3,0.7,0.3,0.4,0.6,1.3,1.6,18.6,11.7,-3
Iowa,Jasper,93.2,2.3,0.4,0.7,0.1,1.2,2.5,18.1,9.0,-3
Iowa,Jefferson,80.6,2.6,0.3,12.0,0.0,1.8,3.1,33.4,14.0,-1
Iowa,Johnson,78.0,7.3,0.4,6.8,0.1,2.5,5.8,52.7,15.3,4
Iowa,Jones,93.3,2.7,0.4,0.9,0.0,0.7,2.1,17.2,9.5,-3
Iowa,Keokuk,96.1,0.6,0.2,0.3,0.0,1.0,1.9,18.1,11.5,-5
Iowa,Kossuth,94.3,1.1,0.4,0.6,0.1,1.2,2.9,19.7,9.2,-5
Iowa,Lee,90.7,3.2,0.3,0.7,0.0,2.0,3.6,15.7,14.1,-3
Iowa,Linn,85.5,5.9,0.3,2.6,0.1,2.7,3.4,32.3,9.0,1
Iowa,Louisa,77.8,1.1,0.5,4.0,0.1,1.4,16.2,14.9,9.9,-4
Iowa,Lucas,96.1,0.4,0.3,0.3,0.1,0.9,2.2,16.9,13.6,-5
Iowa,Lyon,95.4,0.5,0.3,0.4,0.2,1.0,2.6,21.7,7.6,-5
Iowa,Madison,94.9,0.6,0.4,0.8,0.0,1.2,2.3,23.5,7.4,-4
Iowa,Mahaska,92.8,1.8,0.4,1.6,0.1,1.3,2.4,23.8,13.0,-5
Iowa,Marion,94.4,0.9,0.2,1.4,0.0,1.3,2.0,26.1,7.9,-4
Iowa,Marshall,70.0,2.3,0.9,3.8,0.2,1.9,22.4,19.6,12.7,-2
Iowa,Mills,93.9,0.7,0.7,0.4,0.1,1.2,3.3,22.8,9.2,-5
Iowa,Mitchell,96.7,0.6,0.2,0.4,0.0,0.8,1.4,17.1,9.1,-3
Iowa,Monona,94.4,0.6,1.4,0.3,0.0,1.3,2.2,16.2,11.6,-5
Iowa,Monroe,94.9,0.8,0.2,0.4,0.0,1.1,2.8,15.8,10.9,-5
Iowa,Montgomery,93.3,0.5,0.5,0.4,0.0,1.3,4.2,16.1,12.5,-5
Iowa,Muscatine,76.4,3.0,0.7,1.1,0.2,1.6,18.3,21.1,10.7,-2
Iowa,O'Brien,92.1,1.3,0.4,0.9,0.0,1.0,5.1,19.8,7.7,-5
Iowa,Osceola,88.3,0.7,0.6,1.0,0.1,1.5,8.5,17.7,10.1,-5
Iowa,Page,90.8,2.8,0.8,0.9,0.1,1.7,3.6,20.6,14.5,-5
Iowa,Palo Alto,92.9,1.9,0.5,0.9,0.1,1.2,3.1,25.6,10.4,-5
Iowa,Plymouth,91.2,0.9,1.1,0.7,0.2,1.3,5.7,20.7,7.2,-5
Iowa,Pocahontas,92.8,1.0,0.5,0.5,0.3,1.5,3.9,15.7,12.9,-5
Iowa,Polk,77.2,7.1,0.4,5.1,0.1,2.4,8.5,35.3,9.5,2
Iowa,Pottawattamie,87.5,1.8,0.8,0.9,0.1,1.9,7.8,21.2,10.6,-3
Iowa,Poweshiek,91.1,1.7,0.5,2.1,0.1,1.7,3.4,22.7,11.5,-2
Iowa,Ringgold,94.8,0.8,0.3,0.5,0.1,1.1,2.8,20.1,14.7,-5
Iowa,Sac,94.7,0.3,0.2,0.5,0.1,1.3,3.3,19.8,10.1,-5
Iowa,Scott,79.7,7.8,0.4,3.0,0.1,3.1,6.9,31.9,11.3,0
Iowa,Shelby,94.3,1.1,0.5,0.5,0.1,1.1,3.0,21.2,8.4,-5
Iowa,Sioux,86.4,0.9,0.5,1.0,0.1,0.8,11.1,27.5,7.1,-5
Iowa,Story,83.3,2.9,0.3,8.6,0.0,1.9,3.6,50.6,16.9,2
Iowa,Tama,80.2,1.0,8.4,0.5,0.1,2.7,10.3,16.5,9.5,-3
Iowa,Taylor,89.9,0.6,0.3,0.5,0.1,1.0,8.2,14.3,11.6,-5
Iowa,Union,93.8,1.3,0.4,0.8,0.0,1.0,3.2,16.1,14.6,-4
Iowa,Van Buren,95.9,0.3,0.2,0.6,0.0,1.4,1.7,13.8,14.0,-5
Iowa,Wapello,81.5,4.0,0.8,1.4,0.9,1.6,10.9,18.4,14.5,-3
Iowa,Warren,94.0,0.9,0.3,0.7,0.2,1.3,3.0,30.4,6.1,-3
Iowa,Washington,90.5,1.2,0.3,0.6,0.1,1.3,6.5,21.1,9.5,-3
Iowa,Wayne,96.0,0.5,0.2,0.5,0.0,1.3,1.6,13.8,16.6,-5
Iowa,Webster,86.9,4.7,0.5,1.2,0.1,2.1,5.1,20.4,15.0,-3
Iowa,Winnebago,91.3,1.7,0.4,1.1,0.0,1.4,4.6,20.8,9.4,-4
Iowa,Winneshiek,95.0,0.9,0.1,1.2,0.0,0.8,2.2,28.8,9.0,-1
Iowa,Woodbury,72.3,4.0,2.8,3.0,0.3,3.0,17.0,22.4,13.4,-3
Iowa,Worth,94.2,1.0,0.3,0.6,0.0,1.3,3.1,15.2,8.5,-3
Iowa,Wright,84.9,1.0,0.5,0.5,0.2,1.3,12.7,17.5,10.0,-4
Kansas,Allen,90.0,2.1,1.0,0.8,0.0,3.1,3.8,19.2,16.7,-5
Kansas,Anderson,94.5,0.6,0.7,0.7,0.0,1.7,1.9,18.6,13.3,-5
Kansas,Atchison,88.3,5.0,0.7,0.6,0.0,2.7,3.1,20.7,14.3,-4
Kansas,Barber,91.6,0.9,1.4,0.5,0.0,2.0,4.2,19.9,12.2,-5
Kansas,Barton,81.2,2.0,0.9,0.3,0.1,1.8,15.2,16.9,15.6,-5
Kansas,Bourbon,89.8,3.2,0.9,1.2,0.0,2.6,2.9,19.1,18.3,-5
Kansas,Brown,82.9,1.4,9.5,0.4,0.1,3.1,4.7,21.2,15.0,-5
Kansas,Butler,88.5,2.2,1.1,1.3,0.1,2.5,5.0,29.3,10.1,-5
Kansas,Chase,91.0,1.3,0.7,0.3,0.0,1.9,5.1,25.1,11.2,-5
Kansas,Chautauqua,85.7,1.2,5.9,0.1,0.1,4.4,4.0,16.6,16.8,-5
Kansas,Cherokee,87.7,0.8,4.2,0.5,0.3,4.3,2.8,19.0,15.8,-5
Kansas,Cheyenne,90.2,0.4,0.3,2.1,0.0,0.9,6.3,25.8,12.8,-5
Kansas,Clark,84.0,0.4,1.3,1.3,0.1,2.5,10.8,33.1,12.0,-5
Kansas,Clay,93.9,0.9,0.6,0.5,0.1,1.8,2.5,23.9,10.6,-5
Kansas,Cloud,92.7,0.9,0.7,1.4,0.0,1.8,3.2,21.2,12.6,-5
Kansas,Coffey,93.0,0.9,1.0,0.9,0.0,1.8,2.8,20.9,10.2,-5
Kansas,Comanche,88.8,0.5,1.2,0.5,0.2,1.8,8.2,18.5,11.2,-5
Kansas,Cowley,79.2,2.9,2.3,2.0,0.5,3.6,11.0,20.3,17.6,-5
Kansas,Crawford,86.4,2.4,1.2,1.9,0.3,2.8,5.8,28.9,18.9,-3
Kansas,Decatur,93.8,0.9,0.5,0.3,0.0,1.6,3.1,21.9,14.5,-5
Kansas,Dickinson,90.5,1.2,0.9,0.6,0.1,2.6,4.9,20.8,9.9,-5
Kansas,Doniphan,90.2,3.3,1.4,0.5,0.0,2.3,2.8,17.0,14.8,-5
Kansas,Douglas,78.3,4.7,2.7,5.0,0.1,4.2,6.4,50.0,15.9,4
Kansas,Edwards,76.0,1.6,2.4,0.2,0.0,2.3,20.4,18.8,11.2,-5
Kansas,Elk,89.8,0.2,2.0,0.5,0.1,3.6,4.6,15.8,15.8,-5
Kansas,Ellis,89.3,1.3,0.4,1.9,0.1,1.7,5.9,35.6,15.2,-5
Kansas,Ellsworth,85.8,5.3,0.8,0.6,0.0,1.9,6.0,20.3,11.5,-5
Kansas,Finney,40.4,4.1,1.3,4.5,0.1,1.6,50.5,17.3,13.2,-4
Kansas,Ford,39.3,2.8,1.6,1.6,0.2,1.6,55.6,18.3,12.7,-5
Kansas,Franklin,91.0,1.4,0.9,0.5,0.0,2.5,4.3,20.3,10.5,-5
Kansas,Geary,56.1,18.5,1.3,3.5,1.2,6.4,16.6,21.4,12.0,-3
Kansas,Gove,94.6,0.6,0.1,0.9,0.0,1.3,2.7,23.1,9.8,-5
Kansas,Graham,87.8,3.7,0.8,2.1,0.0,3.0,3.5,27.4,12.8,-5
Kansas,Grant,49.7,0.9,2.9,0.5,0.0,1.8,47.9,16.2,12.3,-5
Kansas,Gray,81.2,1.7,0.6,0.4,0.0,1.1,16.4,21.0,7.6,-5
Kansas,Greeley,78.5,0.6,0.8,0.3,0.0,0.7,19.9,30.3,10.8,-5
Kansas,Greenwood,91.4,0.7,1.7,0.4,0.0,2.6,4.0,18.9,15.3,-5
Kansas,Hamilton,60.7,2.6,2.0,0.2,0.2,2.0,36.0,17.8,13.0,-5
Kansas,Harper,89.6,0.6,1.4,0.5,0.3,2.2,6.4,17.5,14.5,-5
Kansas,Harvey,82.5,1.9,1.0,1.0,0.1,2.5,12.1,30.0,9.1,-3
Kansas,Haskell,65.8,0.7,1.4,0.9,0.2,1.5,31.4,17.6,10.1,-5
Kansas,Hodgeman,87.2,1.3,0.6,2.6,0.0,1.6,7.0,24.4,10.8,-5
Kansas,Jackson,83.8,0.9,8.5,0.6,0.0,3.6,4.6,19.9,11.0,-5
Kansas,Jefferson,93.4,0.8,1.0,0.3,0.1,2.0,2.9,21.2,8.5,-4
Kansas,Jewell,95.0,0.4,0.7,0.5,0.0,1.1,2.5,15.9,12.8,-5
Kansas,Johnson,79.7,4.9,0.4,5.2,0.0,2.6,7.8,54.6,5.3,-1
Kansas,Kearny,63.1,1.1,1.8,0.7,0.1,2.5,32.3,13.4,10.5,-5
Kansas,Kingman,92.7,0.5,0.9,0.6,0.0,1.8,3.9,23.3,12.1,-5
Kansas,Kiowa,88.6,1.2,0.8,1.5,0.1,1.7,6.4,27.6,11.6,-5
Kansas,Labette,85.4,4.2,2.4,0.5,0.1,3.9,4.7,17.6,15.3,-5
Kansas,Lane,87.6,1.2,1.3,0.3,0.1,3.1,7.8,23.9,10.2,-5
Kansas,Leavenworth,79.0,9.2,0.9,1.5,0.2,3.3,7.0,31.0,7.4,-3
Kansas,Lincoln,93.5,0.7,0.8,0.5,0.0,1.4,3.7,19.9,11.8,-5
Kansas,Linn,93.3,0.9,0.8,0.3,0.1,2.1,2.9,14.1,14.1,-5
Kansas,Logan,90.4,1.0,0.6,0.8,0.0,1.7,6.2,19.1,9.7,-5
Kansas,Lyon,70.7,2.6,1.4,2.8,0.1,3.1,21.5,27.1,15.9,-3
Kansas,McPherson,91.6,1.3,0.6,0.9,0.1,1.9,4.3,28.6,8.5,-5
Kansas,Marion,92.4,1.1,0.8,0.4,0.1,2.0,3.9,23.9,10.9,-5
Kansas,Marshall,94.5,0.5,0.7,0.4,0.1,1.7,2.6,18.6,10.8,-5
Kansas,Meade,78.2,1.1,1.2,0.9,0.0,1.4,17.8,20.7,9.9,-5
Kansas,Miami,92.5,1.4,0.8,0.6,0.0,1.9,3.3,25.9,7.3,-5
Kansas,Mitchell,94.4,0.3,0.5,0.9,0.2,1.3,2.6,24.1,12.0,-5
Kansas,Montgomery,79.3,5.3,3.6,0.9,0.1,5.3,6.7,18.7,16.8,-5
Kansas,Morris,91.4,0.6,0.6,0.6,0.0,2.2,5.3,18.1,11.2,-5
Kansas,Morton,70.9,1.6,2.0,1.9,0.2,2.5,23.4,13.1,10.9,-5
Kansas,Nemaha,95.0,0.7,0.7,0.4,0.1,1.5,2.4,23.7,8.2,-5
Kansas,Neosho,89.9,1.4,1.5,0.7,0.1,2.2,5.1,19.4,15.5,-5
Kansas,Ness,87.6,0.8,1.4,0.2,0.0,1.3,10.1,19.0,11.1,-5
Kansas,Norton,88.7,3.5,0.4,0.7,0.0,1.7,5.4,16.1,12.3,-5
Kansas,Osage,93.0,0.7,0.7,0.5,0.1,2.1,3.4,20.7,11.7,-5
Kansas,Osborne,94.5,0.4,0.8,1.3,0.0,1.3,2.2,22.3,12.5,-5
Kansas,Ottawa,93.7,1.1,0.7,0.3,0.0,1.7,2.9,22.2,11.4,-5
Kansas,Pawnee,83.8,5.6,1.0,0.5,0.1,2.5,7.8,18.2,13.0,-5
Kansas,Phillips,93.7,0.4,0.6,0.9,0.0,1.4,3.5,21.5,11.6,-5
Kansas,Pottawatomie,89.9,1.2,1.0,1.0,0.1,2.5,5.1,33.5,9.8,-5
Kansas,Pratt,88.0,1.7,1.1,0.9,0.0,2.2,7.3,26.4,11.2,-5
Kansas,Rawlins,89.4,0.9,0.4,0.5,0.0,1.8,7.7,26.7,11.9,-5
Kansas,Reno,84.0,3.3,0.9,0.5,0.1,2.5,9.7,20.0,13.4,-5
Kansas,Republic,95.0,0.9,0.4,0.6,0.0,1.5,2.2,23.3,11.7,-5
Kansas,Rice,83.3,1.6,1.3,1.1,0.1,2.5,11.5,22.5,12.3,-5
Kansas,Riley,76.5,6.8,0.7,5.1,0.3,3.5,8.5,45.5,20.4,-1
Kansas,Rooks,93.9,0.7,0.6,1.1,0.1,1.7,2.4,25.7,10.9,-5
Kansas,Rush,92.8,0.5,1.0,0.4,0.1,1.6,4.2,23.1,12.1,-5
Kansas,Russell,91.7,1.4,1.1,0.7,0.0,1.7,3.9,24.2,14.2,-5
Kansas,Saline,80.1,3.6,0.8,2.3,0.1,3.0,11.4,25.0,11.8,-5
Kansas,Scott,78.1,0.7,1.3,1.2,0.2,1.3,18.5,26.7,7.6,-5
Kansas,Sedgwick,67.8,9.3,1.3,4.6,0.1,3.8,14.9,30.7,14.2,-3
Kansas,Seward,29.4,5.0,1.7,3.0,0.2,1.9,62.0,12.1,14.9,-4
Kansas,Shawnee,73.7,8.5,1.4,1.6,0.1,4.2,12.6,30.4,11.7,-1
Kansas,Sheridan,92.4,0.7,0.6,0.4,0.0,1.1,5.6,24.6,11.5,-5
Kansas,Sherman,84.1,1.2,0.7,0.5,0.2,1.7,12.6,18.2,13.2,-5
Kansas,Smith,94.6,0.2,0.4,0.5,0.1,2.2,2.3,20.1,12.8,-5
Kansas,Stafford,83.4,0.6,2.2,0.5,0.0,2.2,13.2,22.6,13.2,-5
Kansas,Stanton,59.4,0.7,2.2,0.6,0.2,1.5,37.7,22.6,10.2,-5
Kansas,Stevens,59.9,0.9,2.1,0.7,0.1,1.8,36.8,16.2,10.3,-5
Kansas,Sumner,89.4,1.3,1.3,0.5,0.0,2.7,5.4,20.9,11.8,-5
Kansas,Thomas,89.4,1.0,1.1,0.8,0.1,1.5,7.0,26.5,11.5,-5
Kansas,Trego,94.6,0.8,0.4,0.5,0.1,1.6,2.4,23.3,11.6,-5
Kansas,Wabaunsee,91.6,0.8,0.9,0.3,0.0,2.8,4.3,22.7,7.6,-5
Kansas,Wallace,88.4,0.9,0.7,0.1,0.0,2.8,9.0,26.4,11.2,-5
Kansas,Washington,93.7,0.6,0.5,0.7,0.1,1.3,3.6,19.1,10.0,-5
Kansas,Wichita,67.6,1.6,1.0,0.2,0.0,1.6,29.9,20.3,11.6,-5
Kansas,Wilson,91.7,0.6,1.7,0.5,0.1,2.7,3.4,15.5,15.3,-5
Kansas,Woodson,92.8,0.6,1.6,0.1,0.0,2.3,3.0,13.7,15.6,-5
Kansas,Wyandotte,40.5,23.0,1.4,5.3,0.3,3.1,29.3,16.7,18.4,3
Kentucky,Adair,93.2,3.0,0.3,0.4,0.0,1.4,2.0,15.8,22.5,-5
Kentucky,Allen,94.8,1.2,0.3,0.3,0.0,1.4,2.2,14.4,21.8,-5
Kentucky,Anderson,93.8,2.1,0.2,0.6,0.0,1.7,1.8,20.0,10.4,-5
Kentucky,Ballard,92.3,3.4,0.3,0.5,0.0,2.3,1.4,14.1,16.0,-5
Kentucky,Barren,90.1,4.2,0.4,1.0,0.2,1.7,3.3,16.2,22.1,-5
Kentucky,Bath,94.8,1.4,0.3,0.4,0.1,1.5,1.7,11.7,23.0,-5
Kentucky,Bell,94.0,2.5,0.3,0.4,0.1,1.8,1.2,9.3,36.7,-5
Kentucky,Boone,87.5,3.6,0.2,2.6,0.2,2.0,4.3,31.5,7.1,-5
Kentucky,Bourbon,84.7,6.1,0.4,0.5,0.0,2.0,7.1,19.0,16.7,-4
Kentucky,Boyd,93.1,2.9,0.3,0.6,0.0,1.5,1.9,19.4,20.1,-5
Kentucky,Boyle,85.4,8.0,0.3,1.1,0.0,2.3,3.5,23.0,15.5,-4
Kentucky,Bracken,95.7,0.8,0.3,0.1,0.0,1.5,1.9,14.0,15.6,-5
Kentucky,Breathitt,96.3,0.6,0.2,0.6,0.1,1.2,1.2,12.6,36.2,-5
Kentucky,Breckinridge,94.1,2.1,0.5,0.4,0.0,1.6,1.7,9.9,17.9,-5
Kentucky,Bullitt,94.3,1.3,0.4,0.6,0.1,1.6,2.1,13.9,9.2,-5
Kentucky,Butler,94.5,0.6,0.4,0.4,0.0,1.3,3.5,11.7,17.1,-5
Kentucky,Caldwell,90.8,5.5,0.3,0.4,0.0,1.6,1.6,16.5,16.0,-5
Kentucky,Calloway,89.6,4.1,0.3,1.9,0.1,1.8,2.7,28.8,16.6,-5
Kentucky,Campbell,92.2,3.0,0.2,1.1,0.0,1.7,2.2,31.9,10.9,-3
Kentucky,Carlisle,93.3,1.5,0.6,0.3,0.0,2.1,2.7,15.5,15.1,-5
Kentucky,Carroll,88.5,2.0,0.4,0.7,0.1,2.5,6.7,11.8,20.8,-5
Kentucky,Carter,96.6,0.6,0.3,0.3,0.0,1.0,1.3,14.0,28.2,-5
Kentucky,Casey,94.3,1.0,0.5,0.3,0.1,1.2,3.1,12.4,25.1,-5
Kentucky,Christian,65.4,22.1,0.7,1.6,0.3,3.4,8.1,16.8,19.3,-4
Kentucky,Clark,90.0,4.8,0.2,0.7,0.0,1.5,3.1,21.7,14.1,-5
Kentucky,Clay,92.6,3.9,0.2,0.2,0.0,1.2,2.1,9.5,41.7,-5
Kentucky,Clinton,94.8,0.6,0.3,0.3,0.4,1.4,3.0,10.1,26.4,-5
Kentucky,Crittenden,96.1,1.0,0.4,0.2,0.1,1.2,1.2,13.3,18.1,-5
Kentucky,Cumberland,93.5,3.0,0.2,0.2,0.0,1.9,1.5,13.2,22.8,-5
Kentucky,Daviess,87.8,5.1,0.2,1.9,0.1,2.2,3.2,21.6,16.1,-4
Kentucky,Edmonson,94.8,2.0,0.4,0.4,0.0,1.2,1.3,11.1,16.9,-5
Kentucky,Elliott,93.9,3.7,0.3,0.2,0.2,1.0,1.2,7.5,29.7,-5
Kentucky,Estill,97.0,0.5,0.3,0.1,0.0,1.0,1.2,9.9,24.8,-5
Kentucky,Fayette,70.9,15.3,0.3,4.3,0.1,2.7,7.4,41.8,16.5,1
Kentucky,Fleming,95.7,1.5,0.1,0.3,0.0,1.2,1.4,13.4,17.4,-5
Kentucky,Floyd,96.9,1.1,0.2,0.3,0.0,0.8,0.8,12.6,32.2,-5
Kentucky,Franklin,81.4,10.6,0.4,2.2,0.0,2.5,3.5,28.4,13.7,-1
Kentucky,Fulton,70.5,24.2,0.5,0.8,0.1,2.4,2.2,14.9,29.0,-4
Kentucky,Gallatin,90.9,1.6,0.3,0.5,0.1,1.9,5.5,11.9,14.7,-5
Kentucky,Garrard,94.2,2.1,0.3,0.3,0.0,1.2,2.2,15.7,17.0,-5
Kentucky,Grant,94.5,1.0,0.3,0.5,0.2,1.2,2.7,12.4,13.9,-5
Kentucky,Graves,86.1,4.3,0.5,0.5,0.1,2.2,7.1,16.2,17.5,-5
Kentucky,Grayson,95.7,1.2,0.3,0.3,0.0,1.2,1.5,9.9,22.5,-5
Kentucky,Green,94.4,2.1,0.4,0.2,0.0,1.4,1.9,11.0,18.5,-5
Kentucky,Greenup,96.1,0.8,0.4,0.6,0.0,1.2,1.1,17.2,16.0,-5
Kentucky,Hancock,95.3,1.5,0.4,0.3,0.0,1.1,1.6,11.1,12.2,-5
Kentucky,Hardin,75.6,12.7,0.5,2.3,0.3,3.8,6.0,23.5,12.8,-4
Kentucky,Harlan,95.0,2.1,0.3,0.4,0.1,1.3,1.0,11.4,41.5,-5
Kentucky,Harrison,93.4,2.3,0.3,0.4,0.1,1.5,2.5,15.4,15.3,-5
Kentucky,Hart,91.2,4.6,0.2,0.5,0.0,1.7,1.9,12.6,20.0,-5
Kentucky,Henderson,86.4,8.2,0.3,0.6,0.1,2.1,2.7,16.8,16.2,-4
Kentucky,Henry,91.2,3.0,0.4,0.4,0.1,2.1,3.2,10.9,15.3,-5
Kentucky,Hickman,85.9,9.5,0.3,0.4,0.0,2.2,1.9,9.3,19.1,-5
Kentucky,Hopkins,88.2,6.9,0.3,0.7,0.1,2.1,2.2,15.7,19.3,-5
Kentucky,Jackson,97.9,0.3,0.2,0.1,0.0,0.6,0.9,10.5,31.4,-5
Kentucky,Jefferson,67.0,22.2,0.2,3.1,0.1,2.5,5.7,32.3,14.1,2
Kentucky,Jessamine,88.6,4.4,0.3,1.4,0.0,2.1,3.5,30.0,14.7,-5
Kentucky,Johnson,97.0,0.5,0.2,0.5,0.0,1.1,0.9,15.1,23.3,-5
Kentucky,Kenton,88.3,4.9,0.2,1.4,0.2,2.2,3.4,29.7,12.0,-4
Kentucky,Knott,96.9,1.0,0.2,0.1,0.0,1.0,1.1,12.9,34.6,-5
Kentucky,Knox,95.7,1.2,0.3,0.3,0.0,1.3,1.3,10.0,32.2,-5
Kentucky,Larue,91.3,3.1,0.4,0.3,0.1,1.8,3.2,12.2,15.1,-5
Kentucky,Laurel,95.7,0.8,0.4,0.6,0.0,1.2,1.6,13.0,24.3,-5
Kentucky,Lawrence,96.3,0.4,0.2,0.3,0.0,1.9,1.3,11.6,32.8,-5
Kentucky,Lee,95.1,2.1,0.6,0.3,0.0,1.1,1.1,8.9,33.7,-5
Kentucky,Leslie,97.3,0.4,0.2,0.3,0.1,1.0,0.9,8.9,31.0,-5
Kentucky,Letcher,97.4,0.6,0.2,0.2,0.0,0.8,0.8,11.7,30.8,-5
Kentucky,Lewis,97.8,0.4,0.3,0.1,0.0,0.7,0.8,12.1,25.6,-5
Kentucky,Lincoln,94.3,2.3,0.2,0.3,0.0,1.5,1.7,10.8,21.0,-5
Kentucky,Livingston,95.2,0.6,0.5,0.4,0.1,1.5,2.0,8.9,15.4,-5
Kentucky,Logan,88.6,6.4,0.5,0.3,0.0,2.0,2.9,14.8,17.9,-5
Kentucky,Lyon,90.4,5.2,0.4,0.6,0.0,1.4,2.2,14.0,14.3,-5
Kentucky,McCracken,83.2,10.9,0.4,1.0,0.1,2.3,2.6,24.2,15.2,-5
Kentucky,McCreary,89.5,5.7,0.7,0.4,0.1,1.6,2.6,7.6,34.4,-5
Kentucky,McLean,95.9,0.9,0.4,0.2,0.0,1.2,1.6,10.8,16.4,-5
Kentucky,Madison,89.6,4.6,0.3,1.2,0.1,2.1,2.5,30.3,17.0,-4
Kentucky,Magoffin,97.6,0.2,0.3,0.1,0.0,0.8,1.1,10.1,32.1,-5
Kentucky,Marion,87.4,6.9,0.2,1.0,0.0,1.9,3.0,13.0,14.8,-4
Kentucky,Marshall,96.1,0.5,0.3,0.5,0.0,1.1,1.8,17.5,12.1,-5
Kentucky,Martin,88.8,6.7,0.4,0.2,0.0,0.8,3.3,8.2,35.8,-5
Kentucky,Mason,88.8,6.2,0.4,0.9,0.0,2.3,2.0,18.5,18.0,-5
Kentucky,Meade,89.1,3.9,0.7,0.9,0.2,2.2,3.7,17.4,11.2,-5
Kentucky,Menifee,94.3,2.9,0.2,0.2,0.0,1.3,1.2,11.4,25.4,-5
Kentucky,Mercer,90.6,3.7,0.3,0.7,0.1,2.0,3.2,17.0,13.4,-5
Kentucky,Metcalfe,94.9,1.7,0.3,0.3,0.0,1.2,1.9,12.1,23.4,-5
Kentucky,Monroe,93.2,2.3,0.2,0.3,0.1,1.2,3.2,14.8,24.3,-5
Kentucky,Montgomery,92.6,2.8,0.3,0.4,0.1,1.4,2.9,17.0,17.7,-5
Kentucky,Morgan,92.6,4.8,0.3,0.6,0.0,1.0,1.0,12.2,30.1,-5
Kentucky,Muhlenberg,92.1,4.9,0.2,0.3,0.0,1.2,1.5,11.3,19.4,-5
Kentucky,Nelson,90.4,5.1,0.2,0.5,0.1,1.7,2.2,17.5,9.8,-4
Kentucky,Nicholas,95.4,0.9,0.2,0.3,0.0,1.0,2.4,10.4,18.8,-5
Kentucky,Ohio,94.2,1.4,0.3,0.3,0.0,1.0,3.4,11.0,17.6,-5
Kentucky,Oldham,88.2,4.4,0.4,1.7,0.1,1.7,4.1,40.4,5.1,-4
Kentucky,Owen,94.5,1.1,0.4,0.2,0.0,1.2,3.0,9.6,15.7,-5
Kentucky,Owsley,96.6,0.6,0.3,0.1,0.1,0.9,1.6,15.7,36.8,-5
Kentucky,Pendleton,96.0,0.9,0.3,0.2,0.0,1.2,1.4,12.4,14.6,-5
Kentucky,Perry,95.3,1.7,0.2,0.5,0.1,1.2,1.0,12.6,25.9,-5
Kentucky,Pike,96.9,0.8,0.1,0.5,0.0,0.8,1.0,13.0,28.8,-5
Kentucky,Powell,95.7,1.0,0.4,0.2,0.0,1.2,1.8,13.4,24.6,-5
Kentucky,Pulaski,94.1,1.2,0.4,0.8,0.0,1.2,2.6,15.2,23.7,-5
Kentucky,Robertson,96.4,0.7,0.5,0.1,0.0,1.3,1.4,17.2,21.1,-5
Kentucky,Rockcastle,97.0,0.5,0.4,0.1,0.0,1.2,1.0,11.9,21.3,-5
Kentucky,Rowan,94.5,1.7,0.2,0.9,0.0,1.2,1.7,26.7,23.7,-3
Kentucky,Russell,93.6,0.9,0.5,0.5,0.0,1.3,3.8,13.4,23.3,-5
Kentucky,Scott,87.0,5.5,0.4,1.3,0.0,2.0,4.4,28.1,10.4,-4
Kentucky,Shelby,79.7,7.4,0.6,1.2,0.2,2.3,10.0,24.3,10.8,-4
