state,county,race_whtnothsp_pct,race_blkafr_pct,race_amrindalsk_pct,race_asn_pct,race_hwnpcf_pct,race_multi_pct,race_hspltn_pct,college_edu_pct,poverty_pct
Michigan,Missaukee,93.4,0.6,0.9,0.7,0.0,1.7,3.2,13.4,14.2
Michigan,Monroe,91.2,2.6,0.4,0.7,0.0,1.9,3.7,18.6,11.7
Michigan,Montcalm,91.6,2.5,0.6,0.4,0.0,1.7,3.6,12.8,14.9
Michigan,Montmorency,95.7,0.5,0.7,0.2,0.0,1.7,1.3,12.0,14.1
Michigan,Muskegon,76.3,14.1,1.0,0.7,0.0,3.0,5.8,18.6,15.2
Michigan,Newaygo,90.5,1.2,0.8,0.5,0.0,1.7,5.8,15.0,14.4
Michigan,Oakland,71.7,14.0,0.3,8.0,0.0,2.2,4.2,45.7,7.8
Michigan,Oceana,81.3,1.3,1.6,0.3,0.0,1.7,15.1,18.1,14.6
Michigan,Ogemaw,94.4,0.3,1.0,0.7,0.0,1.5,2.4,11.8,16.2
Michigan,Ontonagon,94.6,0.3,1.5,0.7,0.0,1.5,1.6,17.4,15.6
Michigan,Osceola,94.3,0.9,0.7,0.3,0.1,2.0,2.0,12.4,14.7
Michigan,Oscoda,95.2,0.5,1.0,0.2,0.1,1.6,1.7,10.9,18.0
Michigan,Otsego,94.3,0.5,0.9,0.9,0.0,1.9,1.7,22.0,12.0
Michigan,Ottawa,83.6,1.9,0.6,3.0,0.0,2.0,10.0,32.5,8.2
Michigan,Presque Isle,95.5,0.6,1.0,0.6,0.0,1.1,1.5,16.2,15.4
Michigan,Roscommon,94.5,0.6,1.0,0.7,0.0,1.4,2.1,14.2,18.8
Michigan,Saginaw,69.2,19.3,0.6,1.5,0.1,2.3,8.5,21.1,17.5
Michigan,St. Clair,91.0,2.5,0.6,0.7,0.0,2.2,3.4,18.0,12.4
Michigan,St. Joseph,86.2,2.6,0.6,0.7,0.0,2.5,8.1,15.4,13.0
Michigan,Sanilac,94.0,0.6,0.6,0.4,0.0,1.2,3.7,13.9,14.5
Michigan,Schoolcraft,85.5,0.4,9.3,0.2,0.0,3.8,1.1,15.2,14.6
Michigan,Shiawassee,94.0,0.7,0.6,0.6,0.1,1.6,3.0,16.2,11.1
Michigan,Tuscola,93.3,1.3,0.6,0.3,0.0,1.4,3.5,13.8,14.2
Michigan,Van Buren,81.0,4.0,1.2,0.7,0.1,2.6,11.7,20.6,12.8
Michigan,Washtenaw,70.0,12.3,0.4,9.7,0.1,3.5,4.8,54.3,12.9
Michigan,Wayne,49.5,38.8,0.5,3.5,0.0,2.6,6.1,22.8,22.6
Michigan,Wexford,94.5,0.7,0.7,0.6,0.0,1.8,2.1,17.6,13.5
Minnesota,Aitkin,93.8,0.5,2.6,0.3,0.0,1.6,1.5,16.7,12.1
Minnesota,Anoka,80.6,6.9,0.9,4.8,0.1,2.9,4.7,28.7,5.4
Minnesota,Becker,86.1,0.7,8.1,0.5,0.0,3.4,2.1,24.0,11.7
Minnesota,Beltrami,72.0,0.8,22.0,0.8,0.0,3.3,2.4,27.0,18.8
Minnesota,Benton,89.4,4.6,0.7,1.2,0.0,2.0,2.5,22.1,9.7
Minnesota,Big Stone,95.6,0.5,0.7,0.2,0.0,1.0,2.3,16.8,12.3
Minnesota,Blue Earth,87.5,4.2,0.4,2.4,0.1,2.1,3.8,32.2,16.3
Minnesota,Brown,93.2,0.5,0.3,0.8,0.0,0.8,4.6,19.8,8.0
Minnesota,Carlton,88.1,1.7,6.0,0.5,0.0,2.6,1.8,21.5,9.3
Minnesota,Carver,88.6,2.1,0.3,3.3,0.0,1.9,4.3,47.5,4.0
Minnesota,Cass,82.8,0.5,12.5,0.4,0.0,2.4,2.4,21.6,15.1
Minnesota,Chippewa,86.6,0.9,1.4,0.9,1.4,1.8,7.7,17.8,10.5
Minnesota,Chisago,93.1,1.4,0.7,1.3,0.0,1.6,2.3,21.2,6.1
Minnesota,Clay,86.6,3.9,1.8,1.4,0.1,2.5,4.6,33.2,12.0
Minnesota,Clearwater,84.3,0.7,9.3,0.3,0.0,3.8,2.4,15.3,14.8
Minnesota,Cook,85.0,1.0,8.5,0.9,0.0,2.9,2.5,40.4,8.8
Minnesota,Cottonwood,85.3,1.2,0.8,4.0,0.3,2.0,8.2,20.4,11.3
Minnesota,Crow Wing,94.8,0.8,1.0,0.5,0.0,1.6,1.5,24.6,9.8
Minnesota,Dakota,77.7,7.0,0.6,5.2,0.1,2.9,7.4,41.1,5.8
Minnesota,Dodge,91.9,0.7,0.4,0.8,0.0,1.6,5.1,24.6,5.8
Minnesota,Douglas,95.9,0.6,0.4,0.5,0.0,1.1,1.8,25.2,7.3
Minnesota,Faribault,90.4,0.7,0.8,0.4,0.0,1.4,7.3,17.3,12.1
Minnesota,Fillmore,96.1,0.5,0.2,0.6,0.0,1.0,1.8,20.7,10.3
Minnesota,Freeborn,84.6,1.5,0.6,2.6,0.2,1.4,9.9,16.8,11.8
Minnesota,Goodhue,91.8,1.4,1.5,0.7,0.1,1.7,3.5,24.7,8.0
Minnesota,Grant,94.9,0.7,0.5,0.3,0.1,1.5,2.4,18.6,9.2
Minnesota,Hennepin,68.6,13.6,1.1,7.5,0.1,3.2,7.0,48.2,10.5
Minnesota,Houston,96.0,0.7,0.3,0.6,0.0,1.5,1.2,23.2,7.6
Minnesota,Hubbard,92.6,0.5,2.8,0.6,0.1,1.9,2.2,26.6,11.5
Minnesota,Isanti,93.7,0.9,0.6,1.1,0.1,1.8,2.1,17.3,7.9
Minnesota,Itasca,91.6,0.5,3.9,0.3,0.1,2.5,1.6,22.7,11.2
Minnesota,Jackson,91.7,1.0,0.4,1.7,0.1,1.7,3.9,20.2,8.6
Minnesota,Kanabec,94.7,0.6,0.8,0.6,0.0,1.9,1.7,14.8,9.4
Minnesota,Kandiyohi,79.6,6.2,0.5,1.1,0.1,1.2,12.3,22.6,10.6
Minnesota,Kittson,95.4,0.4,0.4,0.8,0.0,1.2,2.2,23.2,9.4
Minnesota,Koochiching,93.1,0.7,2.7,0.6,0.0,1.9,1.3,18.7,12.7
Minnesota,Lac Qui Parle,94.4,0.7,0.3,0.8,0.2,1.4,2.6,19.0,9.8
Minnesota,Lake,95.0,0.8,0.7,0.5,0.0,1.5,1.7,29.0,8.4
Minnesota,Lake of the Woods,92.4,0.5,0.9,2.0,0.0,2.8,1.4,17.0,9.7
Minnesota,Le Sueur,91.1,0.8,0.5,0.7,0.0,1.2,6.2,21.9,7.7
Minnesota,Lincoln,95.8,0.2,0.4,0.5,0.1,1.0,2.3,19.7,10.4
Minnesota,Lyon,83.3,3.5,0.8,4.6,0.1,1.6,7.1,26.5,12.2
Minnesota,McLeod,90.8,0.8,0.5,0.8,0.1,1.1,6.5,18.0,7.7
Minnesota,Mahnomen,45.0,0.7,43.4,0.1,0.0,9.4,4.0,12.1,21.0
Minnesota,Marshall,93.0,0.4,1.0,0.4,0.0,1.2,4.8,20.1,9.4
Minnesota,Martin,92.8,0.8,0.5,0.7,0.1,1.2,4.5,20.0,11.1
Minnesota,Meeker,93.9,0.7,0.3,0.4,0.1,1.0,4.0,19.1,9.1
Minnesota,Mille Lacs,88.8,0.6,6.4,0.6,0.0,2.0,2.5,15.5,11.0
Minnesota,Morrison,95.7,0.8,0.4,0.5,0.0,1.2,1.8,16.4,10.5
Minnesota,Mower,77.6,3.7,0.7,4.8,0.4,2.0,11.9,20.7,10.6
Minnesota,Murray,92.7,0.5,0.4,1.4,0.2,1.1,4.3,18.1,8.2
Minnesota,Nicollet,88.2,3.7,0.5,1.7,0.0,1.7,4.7,32.2,8.8
Minnesota,Nobles,58.2,5.4,1.3,7.1,0.1,1.5,28.4,14.5,12.8
Minnesota,Norman,89.6,0.8,2.1,0.7,0.1,2.6,4.9,17.5,12.7
Minnesota,Olmsted,79.8,6.5,0.4,6.5,0.1,2.4,5.0,43.1,8.3
Minnesota,Otter Tail,92.3,1.7,0.8,0.6,0.1,1.4,3.6,24.7,10.3
Minnesota,Pennington,90.4,1.4,2.0,0.9,0.0,2.3,3.8,18.7,10.3
Minnesota,Pine,89.1,2.3,3.5,0.7,0.0,2.1,3.0,13.9,12.2
Minnesota,Pipestone,87.0,1.7,2.2,1.1,0.0,2.2,7.7,20.5,9.7
Minnesota,Polk,86.4,2.9,1.8,1.2,0.0,2.2,6.6,24.5,11.6
Minnesota,Pope,95.9,0.5,0.4,0.6,0.0,1.3,1.5,22.2,8.0
Minnesota,Ramsey,61.4,12.6,1.0,15.3,0.1,3.6,7.6,41.5,14.0
Minnesota,Red Lake,91.9,0.7,2.2,0.5,0.1,1.8,4.0,16.6,10.3
Minnesota,Redwood,86.6,0.9,5.0,2.7,0.1,2.2,3.8,18.4,10.0
Minnesota,Renville,87.3,0.6,1.5,0.9,0.0,1.5,9.0,14.5,10.4
Minnesota,Rice,82.0,5.8,0.7,2.3,0.1,1.7,8.1,26.8,11.1
Minnesota,Rock,93.1,0.9,0.8,0.8,0.0,1.5,3.5,21.8,9.3
Minnesota,Roseau,91.7,0.6,2.0,2.8,0.0,1.8,1.4,19.2,8.3
Minnesota,Saint Louis,91.0,1.6,2.4,1.2,0.1,2.5,1.8,28.4,14.5
Minnesota,Scott,80.8,4.9,1.1,6.3,0.1,2.4,5.3,38.9,4.0
Minnesota,Sherburne,90.9,2.9,0.6,1.3,0.0,2.1,2.7,27.4,4.3
Minnesota,Sibley,87.9,0.8,0.5,0.7,0.0,1.3,9.4,16.6,7.7
Minnesota,Stearns,85.5,7.0,0.4,2.4,0.1,1.7,3.5,27.2,11.0
Minnesota,Steele,86.1,3.4,0.5,1.1,0.0,1.4,8.1,24.6,9.3
Minnesota,Stevens,86.7,1.1,1.7,2.2,0.1,2.5,6.7,28.8,10.3
Minnesota,Swift,90.3,1.1,0.8,0.4,0.7,1.8,5.6,17.0,11.5
Minnesota,Todd,90.9,0.7,0.6,0.5,0.3,1.5,6.2,14.5,13.3
Minnesota,Traverse,88.3,0.6,6.4,0.2,0.1,2.1,3.3,17.6,13.0
Minnesota,Wabasha,94.6,0.7,0.3,0.7,0.0,1.2,2.9,21.6,7.0
Minnesota,Wadena,93.7,1.2,0.8,0.5,0.0,2.1,2.0,12.9,15.7
Minnesota,Waseca,88.9,2.3,0.7,0.9,0.0,1.5,6.3,20.2,10.3
Minnesota,Washington,82.2,4.9,0.5,6.2,0.1,2.4,4.3,42.3,4.2
Minnesota,Watonwan,71.0,1.3,1.3,1.2,0.1,1.1,26.2,15.2,11.2
Minnesota,Wilkin,92.9,0.6,1.8,0.4,0.0,1.6,3.1,20.8,9.3
Minnesota,Winona,91.0,1.9,0.5,2.7,0.0,1.3,3.1,29.6,13.8
Minnesota,Wright,92.1,1.6,0.4,1.3,0.0,1.8,3.1,27.4,5.4
Minnesota,Yellow Medicine,88.8,0.7,4.0,0.6,0.1,1.6,5.1,15.8,9.9
Mississippi,Adams,34.6,53.2,0.5,0.5,0.0,1.0,11.3,17.4,32.5
Mississippi,Alcorn,82.7,12.4,0.4,0.4,0.0,1.2,3.4,15.9,19.1
Mississippi,Amite,57.3,40.6,0.3,0.1,0.0,0.8,1.4,13.2,23.3
Mississippi,Attala,53.4,43.3,0.3,0.4,0.0,0.8,2.1,12.3,24.1
Mississippi,Benton,60.5,35.4,0.4,0.1,0.0,1.3,2.8,10.3,21.8
Mississippi,Bolivar,32.6,64.1,0.2,0.9,0.1,0.7,2.2,22.9,32.4
Mississippi,Calhoun,64.4,28.5,0.4,0.2,0.0,1.2,6.2,11.2,21.8
Mississippi,Carroll,64.4,32.9,0.2,0.2,0.0,1.1,1.7,16.4,17.6
Mississippi,Chickasaw,49.2,44.4,0.4,0.5,0.0,1.8,5.3,11.8,18.2
Mississippi,Choctaw,66.9,30.0,0.3,0.4,0.0,1.3,1.6,17.3,22.1
Mississippi,Claiborne,11.2,86.1,0.2,0.8,0.0,0.9,1.4,18.8,42.6
Mississippi,Clarke,63.1,34.6,0.5,0.2,0.0,0.7,1.1,13.3,20.8
Mississippi,Clay,38.7,58.9,0.3,0.3,0.0,0.8,1.6,19.3,25.4
Mississippi,Coahoma,20.6,77.0,0.2,0.5,0.0,0.7,1.7,16.9,34.8
Mississippi,Copiah,43.7,51.8,0.3,0.4,0.0,1.1,3.6,13.3,22.5
Mississippi,Covington,60.4,36.1,0.2,0.4,0.0,1.1,2.4,16.1,23.0
Mississippi,DeSoto,63.1,29.0,0.3,1.5,0.1,1.5,5.1,23.5,8.7
Mississippi,Forrest,57.0,37.8,0.4,1.0,0.1,1.5,2.9,26.7,22.7
Mississippi,Franklin,62.8,34.8,0.3,0.1,0.0,1.3,1.1,16.2,20.6
Mississippi,George,86.8,7.9,0.5,0.7,0.0,1.1,3.2,11.9,16.0
Mississippi,Greene,72.1,25.5,0.4,0.2,0.0,0.9,1.3,8.7,21.7
Mississippi,Grenada,54.5,42.7,0.3,0.5,0.0,1.1,1.4,18.1,20.4
Mississippi,Hancock,84.6,8.2,0.7,0.9,0.1,2.2,4.0,20.9,17.0
Mississippi,Harrison,63.5,25.7,0.5,2.9,0.1,2.7,5.6,22.2,19.7
Mississippi,Hinds,24.2,72.7,0.1,0.8,0.0,0.9,1.6,28.6,20.2
Mississippi,Holmes,15.7,82.5,0.2,0.2,0.0,0.8,1.1,10.7,40.8
Mississippi,Humphreys,20.2,75.8,0.2,0.4,0.1,1.2,3.7,13.6,38.4
Mississippi,Issaquena,34.3,63.3,0.3,0.5,0.2,0.4,1.7,6.1,38.1
Mississippi,Itawamba,89.8,7.0,0.3,0.5,0.0,1.1,1.6,13.0,14.5
Mississippi,Jackson,67.4,21.8,0.5,2.3,0.1,2.0,7.0,20.7,14.5
Mississippi,Jasper,44.4,53.5,0.3,0.1,0.0,0.9,1.4,13.9,23.8
Mississippi,Jefferson,13.2,85.2,0.2,0.1,0.0,0.8,1.0,12.7,34.1
Mississippi,Jefferson Davis,37.4,60.0,0.3,0.3,0.0,1.0,1.6,15.0,28.7
Mississippi,Jones,64.6,29.6,0.7,0.5,0.0,1.0,4.5,18.4,21.3
Mississippi,Kemper,33.9,61.0,3.5,0.2,0.0,0.9,0.9,13.1,29.8
Mississippi,Lafayette,70.5,23.5,0.3,2.2,0.1,1.2,2.8,41.9,21.1
Mississippi,Lamar,73.7,20.8,0.3,1.5,0.1,1.3,2.7,35.9,15.5
Mississippi,Lauderdale,52.1,44.1,0.3,0.9,0.1,1.0,2.2,20.1,20.5
Mississippi,Lawrence,64.8,32.2,0.3,0.4,0.0,0.9,2.1,13.8,19.7
Mississippi,Leake,46.8,42.2,6.6,0.5,0.0,1.1,4.7,12.1,21.7
Mississippi,Lee,65.0,30.3,0.3,0.9,0.0,1.3,2.7,23.5,14.0
Mississippi,Leflore,21.9,74.7,0.5,0.6,0.0,0.7,2.8,17.9,42.2
Mississippi,Lincoln,67.2,30.3,0.2,0.4,0.0,1.0,1.1,15.0,18.2
Mississippi,Lowndes,51.1,44.8,0.3,0.9,0.1,1.1,2.1,23.6,22.2
Mississippi,Madison,55.2,38.3,0.4,2.7,0.1,1.0,3.1,46.5,10.7
Mississippi,Marion,65.0,31.7,0.3,0.4,0.0,1.2,1.8,12.9,24.7
Mississippi,Marshall,47.6,47.5,0.4,0.3,0.0,1.1,3.9,13.1,22.8
Mississippi,Monroe,67.1,30.5,0.3,0.3,0.0,0.9,1.3,16.5,18.2
Mississippi,Montgomery,52.2,45.0,0.4,0.7,0.0,0.7,1.4,21.0,23.2
Mississippi,Neshoba,58.1,21.3,17.2,0.4,0.1,1.7,2.1,14.1,22.4
Mississippi,Newton,60.3,31.0,5.6,0.5,0.0,1.2,2.0,16.3,20.4
Mississippi,Noxubee,25.6,72.1,0.3,0.3,0.0,0.8,1.4,12.9,34.5
Mississippi,Oktibbeha,56.6,37.6,0.2,3.1,0.1,1.2,1.7,42.6,25.5
Mississippi,Panola,46.6,49.9,0.3,0.2,0.0,1.1,2.5,14.4,22.7
Mississippi,Pearl River,81.7,12.5,0.7,0.5,0.1,1.9,3.2,15.0,17.2
Mississippi,Perry,77.4,19.2,0.5,0.2,0.1,1.3,1.6,10.6,20.5
Mississippi,Pike,43.0,53.5,0.4,0.7,0.0,1.0,2.0,15.9,28.0
Mississippi,Pontotoc,76.5,15.3,0.6,0.4,0.1,1.4,7.0,14.9,14.6
Mississippi,Prentiss,82.4,14.5,0.3,0.3,0.0,1.3,1.5,12.3,17.7
Mississippi,Quitman,25.6,71.3,0.3,0.3,0.0,1.3,1.7,11.8,40.9
Mississippi,Rankin,73.5,21.2,0.2,1.4,0.1,1.2,2.8,29.2,9.3
Mississippi,Scott,49.2,38.4,0.7,0.6,0.4,1.5,11.5,12.7,21.9
Mississippi,Sharkey,26.1,70.8,0.2,0.7,0.0,0.7,2.2,21.5,35.5
Mississippi,Simpson,61.6,35.2,0.4,0.5,0.1,1.0,1.8,13.3,23.0
Mississippi,Smith,73.7,23.9,0.2,0.1,0.0,0.7,1.7,11.0,16.3
Mississippi,Stone,76.0,19.9,0.5,0.4,0.0,1.3,2.2,15.0,16.3
Mississippi,Sunflower,23.7,73.9,0.3,0.4,0.0,0.6,1.9,14.5,36.2
Mississippi,Tallahatchie,34.7,57.0,0.4,1.0,0.1,1.1,7.0,10.1,35.2
Mississippi,Tate,64.5,31.2,0.3,0.4,0.0,1.3,3.0,16.1,16.5
Mississippi,Tippah,76.7,17.0,0.4,0.3,0.0,1.6,4.8,14.5,17.9
Mississippi,Tishomingo,92.7,2.6,0.4,0.2,0.0,1.0,3.6,11.5,17.9
Mississippi,Tunica,18.5,77.5,0.3,0.8,0.1,1.2,2.5,17.1,29.1
Mississippi,Union,78.0,15.3,0.3,1.0,0.1,1.8,4.3,14.7,14.5
Mississippi,Walthall,52.7,43.5,0.5,0.5,0.1,1.4,2.1,10.3,26.1
Mississippi,Warren,46.8,49.2,0.3,0.9,0.0,1.0,2.4,22.9,21.4
Mississippi,Washington,24.9,72.4,0.3,0.7,0.1,0.7,1.7,19.0,32.7
Mississippi,Wayne,57.3,40.0,0.3,0.3,0.0,1.0,1.6,12.6,23.0
Mississippi,Webster,78.1,19.2,0.3,0.2,0.0,1.0,1.4,18.1,23.0
Mississippi,Wilkinson,27.8,70.6,0.3,0.1,0.0,0.7,0.9,14.9,33.1
Mississippi,Winston,49.7,46.8,1.2,0.3,0.0,0.9,1.3,15.9,22.5
Mississippi,Yalobusha,58.0,38.7,0.4,0.2,0.0,1.3,1.8,14.0,21.3
Mississippi,Yazoo,34.3,57.5,0.5,0.6,0.0,1.0,7.5,14.3,33.9
Missouri,Adair,90.1,3.0,0.3,2.3,0.1,2.0,2.6,31.0,25.6
Missouri,Andrew,94.1,1.1,0.4,0.6,0.0,1.5,2.6,25.1,8.0
Missouri,Atchison,96.5,0.5,0.4,0.3,0.1,1.2,1.3,23.3,11.9
Missouri,Audrain,87.4,7.0,0.6,0.5,0.1,1.9,3.1,13.7,17.2
Missouri,Barry,84.9,0.6,1.3,2.1,0.2,1.8,10.0,12.8,16.1
Missouri,Barton,92.5,0.7,1.5,0.6,0.1,2.7,2.7,17.4,14.7
Missouri,Bates,94.1,1.2,0.8,0.2,0.0,1.9,2.2,15.0,14.4
Missouri,Benton,94.6,0.5,0.8,0.4,0.1,1.8,2.1,11.6,17.2
Missouri,Bollinger,95.9,0.6,0.8,0.2,0.0,1.2,1.4,9.4,14.8
Missouri,Boone,78.3,9.7,0.4,5.3,0.1,3.2,3.5,45.9,15.1
Missouri,Buchanan,82.6,6.0,0.7,1.6,0.4,2.8,6.9,19.9,15.6
Missouri,Butler,88.5,5.6,0.7,0.8,0.0,2.5,2.2,15.9,22.7
Missouri,Caldwell,94.4,0.6,0.7,0.3,0.0,2.1,2.1,17.4,13.9
Missouri,Callaway,90.1,4.5,0.6,0.8,0.1,2.3,2.2,21.6,12.3
Missouri,Camden,94.0,0.7,0.7,0.7,0.1,1.4,2.9,22.0,13.6
Missouri,Cape Girardeau,85.8,7.8,0.4,1.8,0.1,2.3,2.4,29.8,14.6
Missouri,Carroll,94.7,1.8,0.3,0.2,0.1,1.5,1.6,17.1,13.9
Missouri,Carter,93.9,0.3,1.3,0.1,0.0,2.2,2.8,12.3,20.9
Missouri,Cass,87.6,4.3,0.7,0.9,0.1,2.5,4.6,25.8,9.2
Missouri,Cedar,94.5,0.4,0.9,0.4,0.0,1.8,2.4,13.8,17.2
Missouri,Chariton,94.8,2.4,0.4,0.3,0.0,1.3,1.0,16.4,12.7
Missouri,Christian,93.1,0.8,0.8,0.7,0.1,1.9,3.0,27.9,9.9
Missouri,Clark,96.7,0.4,0.2,0.5,0.0,1.4,1.0,13.2,16.0
Missouri,Clay,80.7,7.0,0.6,2.5,0.4,2.8,7.0,31.9,7.4
Missouri,Clinton,93.6,1.4,0.7,0.5,0.1,1.9,2.3,18.5,11.1
Missouri,Cole,81.4,12.4,0.4,1.4,0.1,2.0,2.9,31.4,11.7
Missouri,Cooper,87.8,7.1,0.6,0.6,0.1,2.4,2.1,20.7,11.5
Missouri,Crawford,95.1,0.6,0.7,0.3,0.1,1.6,2.0,11.2,19.4
Missouri,Dade,93.5,0.5,1.0,0.5,0.0,2.6,2.1,15.1,16.6
Missouri,Dallas,94.5,0.4,0.9,0.3,0.1,1.9,2.2,12.1,18.5
Missouri,Daviess,95.7,0.7,0.5,0.3,0.1,1.5,1.6,17.3,13.8
Missouri,DeKalb,83.7,11.7,0.5,0.4,0.1,1.1,2.8,14.5,15.5
Missouri,Dent,94.1,0.6,1.1,0.8,0.1,1.8,1.8,12.9,20.2
Missouri,Douglas,94.7,0.4,0.9,0.3,0.0,2.2,1.8,9.4,20.4
Missouri,Dunklin,80.1,10.4,0.5,0.6,0.0,2.0,7.0,12.9,24.6
Missouri,Franklin,95.0,1.0,0.4,0.5,0.1,1.4,1.8,20.4,10.4
Missouri,Gasconade,95.9,0.5,0.3,0.5,0.0,1.4,1.5,17.1,11.9
Missouri,Gentry,95.7,0.6,0.4,0.5,0.0,1.4,1.7,20.0,14.0
Missouri,Greene,87.3,3.4,0.8,2.3,0.1,3.0,3.9,30.5,16.2
Missouri,Grundy,93.8,1.0,0.5,1.0,0.0,1.4,2.6,17.9,17.9
Missouri,Harrison,94.9,0.6,0.6,0.4,0.1,1.4,2.4,14.5,16.7
Missouri,Henry,93.3,1.3,0.7,0.4,0.1,1.9,2.6,15.9,16.1
Missouri,Hickory,94.4,0.6,1.1,0.2,0.1,1.9,1.9,9.8,19.3
Missouri,Holt,95.6,0.4,1.2,0.4,0.0,1.2,1.3,21.7,13.9
Missouri,Howard,90.4,5.1,0.8,0.4,0.1,2.2,1.6,25.5,13.3
Missouri,Howell,94.1,0.5,0.8,0.8,0.1,1.9,2.2,15.4,22.3
Missouri,Iron,94.3,1.5,0.7,0.1,0.0,1.8,1.7,11.7,22.6
Missouri,Jackson,62.3,23.8,0.6,1.9,0.3,3.2,9.1,30.2,13.8
Missouri,Jasper,83.8,2.4,1.8,1.3,0.5,3.3,8.3,22.7,16.8
Missouri,Jefferson,94.3,1.2,0.3,0.8,0.0,1.6,2.0,19.8,10.7
Missouri,Johnson,85.7,5.0,0.6,1.8,0.3,2.8,4.5,28.4,12.8
Missouri,Knox,96.3,0.5,0.4,0.4,0.0,1.4,1.1,15.9,18.6
Missouri,Laclede,93.4,0.9,0.8,0.7,0.1,2.0,2.5,13.7,15.6
Missouri,Lafayette,92.0,2.2,0.7,0.5,0.2,2.2,2.9,18.3,12.5
Missouri,Lawrence,88.8,0.6,1.2,0.6,0.1,2.0,7.7,15.9,16.0
Missouri,Lewis,92.5,3.2,0.5,0.5,0.1,1.7,1.8,14.4,16.0
Missouri,Lincoln,93.0,2.0,0.4,0.6,0.1,1.8,2.6,15.7,9.8
Missouri,Linn,94.7,0.8,0.3,0.3,0.1,1.5,2.5,14.8,13.5
Missouri,Livingston,91.9,3.8,0.5,0.7,0.0,1.5,1.9,18.8,16.3
Missouri,McDonald,77.0,2.2,3.1,1.5,2.5,3.6,11.7,12.7,19.1
Missouri,Macon,93.5,2.4,0.4,0.5,0.1,1.9,1.6,15.3,12.6
Missouri,Madison,94.6,0.6,0.5,1.0,0.0,1.4,2.4,12.5,18.6
Missouri,Maries,95.3,0.7,0.8,0.4,0.0,1.7,1.2,13.6,13.9
Missouri,Marion,90.2,4.8,0.2,0.7,0.1,2.4,1.9,20.9,17.2
Missouri,Mercer,94.5,0.4,0.5,0.8,0.0,1.5,2.5,17.6,14.5
Missouri,Miller,94.7,0.7,0.6,0.4,0.2,1.7,2.0,16.0,15.0
Missouri,Mississippi,71.4,24.7,0.4,0.3,0.0,1.3,2.2,11.4,28.5
Missouri,Moniteau,89.2,4.0,0.4,0.4,0.1,1.4,4.8,17.5,12.0
Missouri,Monroe,92.7,2.8,0.6,0.4,0.0,2.0,1.7,14.4,13.5
Missouri,Montgomery,93.9,1.8,0.3,0.6,0.0,1.7,2.0,12.9,15.2
Missouri,Morgan,94.0,0.9,0.8,0.5,0.0,1.8,2.4,12.6,19.7
Missouri,New Madrid,79.9,15.8,0.3,0.4,0.1,2.0,2.0,12.6,25.4
Missouri,Newton,85.7,1.0,2.6,1.5,1.1,3.4,5.6,19.4,13.2
Missouri,Nodaway,92.5,3.0,0.4,1.5,0.0,1.1,1.8,26.8,17.0
Missouri,Oregon,94.0,0.4,1.5,0.3,0.1,2.2,1.8,12.8,24.3
Missouri,Osage,97.3,0.4,0.4,0.2,0.1,0.8,1.0,18.8,9.2
Missouri,Ozark,95.2,0.2,1.1,0.2,0.0,2.1,1.7,13.6,21.5
Missouri,Pemiscot,68.8,26.1,0.5,0.5,0.1,2.1,2.7,12.0,26.4
Missouri,Perry,95.1,0.7,0.6,0.6,0.1,1.1,2.4,16.3,9.7
Missouri,Pettis,84.5,3.3,0.8,0.9,0.3,2.3,9.0,17.7,16.0
Missouri,Phelps,88.6,2.2,0.8,3.9,0.1,2.3,2.6,28.7,18.4
Missouri,Pike,87.9,7.9,0.2,0.3,0.0,1.6,2.3,15.5,16.4
Missouri,Platte,80.7,7.4,0.6,2.9,0.5,2.6,6.2,41.5,6.2
Missouri,Polk,93.5,1.0,0.7,0.9,0.0,1.7,2.6,20.3,15.1
Missouri,Pulaski,69.2,12.5,1.2,3.1,0.7,4.6,11.3,25.8,13.0
Missouri,Putnam,95.8,0.2,0.2,0.5,0.0,1.2,2.2,18.1,16.5
Missouri,Ralls,95.4,1.4,0.2,0.2,0.1,1.4,1.3,13.2,9.6
Missouri,Randolph,88.9,5.6,0.6,0.8,0.0,2.5,2.2,14.6,16.9
Missouri,Ray,93.8,1.5,0.6,0.4,0.1,1.6,2.5,14.4,10.3
Missouri,Reynolds,93.4,1.0,1.1,0.2,0.0,2.8,1.7,9.8,20.4
Missouri,Ripley,95.1,0.6,1.0,0.3,0.0,1.8,1.5,11.9,23.9
Missouri,St. Charles,86.9,5.1,0.2,2.7,0.1,2.0,3.4,37.1,5.3
Missouri,St. Clair,94.4,0.7,0.9,0.3,0.0,1.9,2.2,13.6,20.4
Missouri,Ste. Genevieve,95.5,0.8,0.3,0.3,0.8,1.2,1.2,15.6,10.8
Missouri,St. Francois,91.7,4.7,0.4,0.4,0.1,1.4,1.6,13.3,17.7
Missouri,St. Louis County,65.6,24.9,0.2,4.5,0.0,2.2,3.0,42.8,10.0
Missouri,Saline,80.0,5.4,0.9,0.9,1.2,2.6,10.4,18.7,15.6
Missouri,Schuyler,96.7,0.1,0.3,0.3,0.0,1.1,1.5,14.0,15.9
Missouri,Scotland,97.2,0.1,0.3,0.2,0.0,1.2,1.0,12.6,15.6
Missouri,Scott,83.1,12.1,0.4,0.4,0.0,1.9,2.5,13.6,20.2
Missouri,Shannon,93.6,0.5,1.3,0.3,0.1,2.5,2.1,14.2,35.9
