year,state,county,totalvotes,democratvotes,republicanvotes,othervotes
2016,Missouri,Dunklin,10578,2360.0,8026.0,192.0
2016,Missouri,Franklin,50113,12341.0,35430.0,2342.0
2016,Missouri,Gasconade,7445,1520.0,5670.0,255.0
2016,Missouri,Gentry,3043,605.0,2304.0,134.0
2016,Missouri,Greene,129231,42728.0,78035.0,8468.0
2016,Missouri,Grundy,4310,780.0,3462.0,68.0
2016,Missouri,Harrison,3689,574.0,2965.0,150.0
2016,Missouri,Henry,9866,2357.0,7075.0,434.0
2016,Missouri,Hickory,4724,1016.0,3542.0,166.0
2016,Missouri,Holt,2355,347.0,1926.0,82.0
2016,Missouri,Howard,4868,1283.0,3277.0,308.0
2016,Missouri,Howell,17455,2881.0,13893.0,681.0
2016,Missouri,Iron,4269,933.0,3173.0,163.0
2016,Missouri,Jackson,173275,71237.0,91557.0,10481.0
2016,Missouri,Jasper,48326,10572.0,35070.0,2684.0
2016,Missouri,Jefferson,106238,31568.0,69036.0,5634.0
2016,Missouri,Johnson,21132,5930.0,13719.0,1483.0
2016,Missouri,Knox,1870,379.0,1416.0,75.0
2016,Missouri,Laclede,16051,2553.0,12881.0,617.0
2016,Missouri,Lafayette,15876,4053.0,10988.0,835.0
2016,Missouri,Lawrence,16715,2901.0,13089.0,725.0
2016,Missouri,Lewis,4456,934.0,3344.0,178.0
2016,Missouri,Lincoln,24962,5575.0,18159.0,1228.0
2016,Missouri,Linn,5587,1240.0,4088.0,259.0
2016,Missouri,Livingston,6421,1265.0,4879.0,277.0
2016,Missouri,McDonald,8242,1329.0,6599.0,314.0
2016,Missouri,Macon,7621,1548.0,5798.0,275.0
2016,Missouri,Madison,5321,1005.0,4102.0,214.0
2016,Missouri,Maries,4500,794.0,3561.0,145.0
2016,Missouri,Marion,12938,2994.0,9419.0,525.0
2016,Missouri,Mercer,1745,216.0,1486.0,43.0
2016,Missouri,Miller,11416,1750.0,9285.0,381.0
2016,Missouri,Mississippi,5169,1458.0,3600.0,111.0
2016,Missouri,Moniteau,6830,1237.0,5347.0,246.0
2016,Missouri,Monroe,4156,853.0,3159.0,144.0
2016,Missouri,Montgomery,5429,1119.0,4127.0,183.0
2016,Missouri,Morgan,8821,1768.0,6760.0,293.0
2016,Missouri,New Madrid,7357,1933.0,5270.0,154.0
2016,Missouri,Newton,26606,4990.0,20553.0,1063.0
2016,Missouri,Nodaway,9458,2529.0,6380.0,549.0
2016,Missouri,Oregon,4668,865.0,3671.0,132.0
2016,Missouri,Osage,7090,998.0,5856.0,236.0
2016,Missouri,Ozark,4505,724.0,3639.0,142.0
2016,Missouri,Pemiscot,6027,1947.0,3964.0,116.0
2016,Missouri,Perry,8740,1520.0,6908.0,312.0
2016,Missouri,Pettis,18111,4324.0,12810.0,977.0
2016,Missouri,Phelps,18553,4766.0,12709.0,1078.0
2016,Missouri,Pike,7382,1806.0,5274.0,302.0
2016,Missouri,Platte,48885,20057.0,25933.0,2895.0
2016,Missouri,Polk,13763,2631.0,10438.0,694.0
2016,Missouri,Pulaski,13488,2922.0,9876.0,690.0
2016,Missouri,Putnam,2346,353.0,1936.0,57.0
2016,Missouri,Ralls,5266,1138.0,3969.0,159.0
2016,Missouri,Randolph,10309,2283.0,7529.0,497.0
2016,Missouri,Ray,10869,3090.0,7104.0,675.0
2016,Missouri,Reynolds,3038,540.0,2406.0,92.0
2016,Missouri,Ripley,5524,830.0,4522.0,172.0
2016,Missouri,St. Charles,201005,68626.0,121650.0,10729.0
2016,Missouri,St. Clair,4630,936.0,3501.0,193.0
2016,Missouri,Ste. Genevieve,8469,2542.0,5496.0,431.0
2016,Missouri,St. Francois,24728,6250.0,17468.0,1010.0
2016,Missouri,St. Louis County,514858,286704.0,202434.0,25720.0
2016,Missouri,Saline,9274,2789.0,5977.0,508.0
2016,Missouri,Schuyler,1936,354.0,1505.0,77.0
2016,Missouri,Scotland,1968,365.0,1525.0,78.0
2016,Missouri,Scott,17256,3575.0,13168.0,513.0
2016,Missouri,Shannon,3904,776.0,2966.0,162.0
2016,Missouri,Shelby,3255,606.0,2524.0,125.0
2016,Missouri,Stoddard,13291,1876.0,11079.0,336.0
2016,Missouri,Stone,16567,2887.0,13158.0,522.0
2016,Missouri,Sullivan,2486,526.0,1884.0,76.0
2016,Missouri,Taney,23515,4373.0,18276.0,866.0
2016,Missouri,Texas,10956,1728.0,8875.0,353.0
2016,Missouri,Vernon,8599,1707.0,6533.0,359.0
2016,Missouri,Warren,15784,3915.0,11111.0,758.0
2016,Missouri,Washington,9282,1926.0,7048.0,308.0
2016,Missouri,Wayne,5655,948.0,4658.0,49.0
2016,Missouri,Webster,16743,3177.0,12840.0,726.0
2016,Missouri,Worth,1046,195.0,808.0,43.0
2016,Missouri,Wright,8119,1170.0,6707.0,242.0
2016,Missouri,St. Louis City,131191,104235.0,20832.0,6124.0
2016,Montana,Beaverhead,4849,1143.0,3353.0,353.0
2016,Montana,Big Horn,4237,2094.0,1853.0,290.0
2016,Montana,Blaine,2684,1202.0,1268.0,214.0
2016,Montana,Broadwater,3133,573.0,2348.0,212.0
2016,Montana,Carbon,5991,1828.0,3748.0,415.0
2016,Montana,Carter,786,70.0,678.0,38.0
2016,Montana,Cascade,34571,12175.0,19632.0,2764.0
2016,Montana,Chouteau,2603,732.0,1679.0,192.0
2016,Montana,Custer,5185,1176.0,3657.0,352.0
2016,Montana,Daniels,962,168.0,730.0,64.0
2016,Montana,Dawson,4374,787.0,3320.0,267.0
2016,Montana,Deer Lodge,4206,2058.0,1763.0,385.0
2016,Montana,Fallon,1484,154.0,1279.0,51.0
2016,Montana,Fergus,5840,1202.0,4269.0,369.0
2016,Montana,Flathead,46571,13293.0,30240.0,3038.0
2016,Montana,Gallatin,53819,24246.0,23802.0,5771.0
2016,Montana,Garfield,718,34.0,653.0,31.0
2016,Montana,Glacier,5075,3121.0,1620.0,334.0
2016,Montana,Golden Valley,474,71.0,365.0,38.0
2016,Montana,Granite,1777,472.0,1192.0,113.0
2016,Montana,Hill,6445,2371.0,3478.0,596.0
2016,Montana,Jefferson,6714,1998.0,4177.0,539.0
2016,Montana,Judith Basin,1208,235.0,872.0,101.0
2016,Montana,Lake,13181,4776.0,7530.0,875.0
2016,Montana,Lewis and Clark,34478,14478.0,16895.0,3105.0
2016,Montana,Liberty,961,206.0,698.0,57.0
2016,Montana,Lincoln,9330,2041.0,6729.0,560.0
2016,Montana,McCone,1060,154.0,862.0,44.0
2016,Montana,Madison,4778,1180.0,3297.0,301.0
2016,Montana,Meagher,977,193.0,729.0,55.0
2016,Montana,Mineral,2012,519.0,1330.0,163.0
2016,Montana,Missoula,59203,31543.0,22250.0,5410.0
2016,Montana,Musselshell,2441,332.0,1967.0,142.0
2016,Montana,Park,9359,3595.0,4980.0,784.0
2016,Montana,Petroleum,322,30.0,278.0,14.0
2016,Montana,Phillips,2171,318.0,1723.0,130.0
2016,Montana,Pondera,2723,738.0,1799.0,186.0
2016,Montana,Powder River,1053,127.0,884.0,42.0
2016,Montana,Powell,2794,551.0,2029.0,214.0
2016,Montana,Prairie,689,100.0,556.0,33.0
2016,Montana,Ravalli,22556,6223.0,14810.0,1523.0
2016,Montana,Richland,4871,671.0,3908.0,292.0
2016,Montana,Roosevelt,3652,1560.0,1797.0,295.0
2016,Montana,Rosebud,3453,987.0,2253.0,213.0
2016,Montana,Sanders,5953,1218.0,4286.0,449.0
2016,Montana,Sheridan,1835,477.0,1241.0,117.0
2016,Montana,Silver Bow,16452,8619.0,6376.0,1457.0
2016,Montana,Stillwater,4873,908.0,3661.0,304.0
2016,Montana,Sweet Grass,2107,402.0,1595.0,110.0
2016,Montana,Teton,3188,808.0,2170.0,210.0
2016,Montana,Toole,2037,402.0,1497.0,138.0
2016,Montana,Treasure,443,59.0,351.0,33.0
2016,Montana,Valley,3894,886.0,2698.0,310.0
2016,Montana,Wheatland,946,179.0,702.0,65.0
2016,Montana,Wibaux,541,55.0,463.0,23.0
2016,Montana,Yellowstone,69108,22171.0,40920.0,6017.0
2016,Nebraska,Adams,13513,3302.0,9287.0,924.0
2016,Nebraska,Antelope,3281,383.0,2732.0,166.0
2016,Nebraska,Arthur,273,17.0,244.0,12.0
2016,Nebraska,Banner,402,19.0,357.0,26.0
2016,Nebraska,Blaine,317,30.0,276.0,11.0
2016,Nebraska,Boone,2905,414.0,2299.0,192.0
2016,Nebraska,Box Butte,4924,965.0,3617.0,342.0
2016,Nebraska,Boyd,1156,128.0,983.0,45.0
2016,Nebraska,Brown,1597,153.0,1385.0,59.0
2016,Nebraska,Buffalo,21129,4763.0,14569.0,1797.0
2016,Nebraska,Burt,3558,930.0,2367.0,261.0
2016,Nebraska,Butler,3981,691.0,3079.0,211.0
2016,Nebraska,Cass,12933,3484.0,8452.0,997.0
2016,Nebraska,Cedar,4420,571.0,3532.0,317.0
2016,Nebraska,Chase,1898,171.0,1648.0,79.0
2016,Nebraska,Cherry,3118,317.0,2623.0,178.0
2016,Nebraska,Cheyenne,4711,711.0,3665.0,335.0
2016,Nebraska,Clay,3065,477.0,2422.0,166.0
2016,Nebraska,Colfax,3214,859.0,2171.0,184.0
2016,Nebraska,Cuming,4074,719.0,3122.0,233.0
2016,Nebraska,Custer,5652,641.0,4695.0,316.0
2016,Nebraska,Dakota,6279,2314.0,3616.0,349.0
2016,Nebraska,Dawes,3676,801.0,2632.0,243.0
2016,Nebraska,Dawson,8635,2136.0,5984.0,515.0
2016,Nebraska,Deuel,984,120.0,809.0,55.0
2016,Nebraska,Dixon,2782,556.0,2041.0,185.0
2016,Nebraska,Dodge,15529,4544.0,9933.0,1052.0
2016,Nebraska,Douglas,240433,113798.0,108077.0,18558.0
2016,Nebraska,Dundy,953,89.0,823.0,41.0
2016,Nebraska,Fillmore,2941,613.0,2130.0,198.0
2016,Nebraska,Franklin,1673,250.0,1347.0,76.0
2016,Nebraska,Frontier,1328,161.0,1110.0,57.0
2016,Nebraska,Furnas,2340,304.0,1921.0,115.0
2016,Nebraska,Gage,10048,2935.0,6380.0,733.0
2016,Nebraska,Garden,1075,153.0,869.0,53.0
2016,Nebraska,Garfield,980,121.0,821.0,38.0
2016,Nebraska,Gosper,1010,166.0,794.0,50.0
2016,Nebraska,Grant,405,20.0,367.0,18.0
2016,Nebraska,Greeley,1175,210.0,912.0,53.0
2016,Nebraska,Hall,22060,6282.0,14408.0,1370.0
2016,Nebraska,Hamilton,5004,878.0,3783.0,343.0
2016,Nebraska,Harlan,1832,254.0,1496.0,82.0
2016,Nebraska,Hayes,514,30.0,472.0,12.0
2016,Nebraska,Hitchcock,1468,161.0,1232.0,75.0
2016,Nebraska,Holt,5118,531.0,4354.0,233.0
2016,Nebraska,Hooker,417,40.0,355.0,22.0
2016,Nebraska,Howard,2994,544.0,2284.0,166.0
2016,Nebraska,Jefferson,3494,837.0,2399.0,258.0
2016,Nebraska,Johnson,2089,563.0,1355.0,171.0
2016,Nebraska,Kearney,3296,550.0,2531.0,215.0
2016,Nebraska,Keith,4034,571.0,3235.0,228.0
2016,Nebraska,Keya Paha,479,40.0,460.0,19.0
2016,Nebraska,Kimball,1677,230.0,1330.0,117.0
2016,Nebraska,Knox,4115,720.0,3188.0,207.0
2016,Nebraska,Lancaster,136223,61898.0,61588.0,12737.0
2016,Nebraska,Lincoln,16131,2913.0,12164.0,1054.0
2016,Nebraska,Logan,453,32.0,400.0,21.0
2016,Nebraska,Loup,385,48.0,323.0,14.0
2016,Nebraska,McPherson,287,14.0,257.0,16.0
2016,Nebraska,Madison,14343,2711.0,10628.0,1004.0
2016,Nebraska,Merrick,3788,602.0,2926.0,260.0
2016,Nebraska,Morrill,2209,284.0,1802.0,123.0
2016,Nebraska,Nance,1621,281.0,1261.0,79.0
2016,Nebraska,Nemaha,3161,785.0,2116.0,260.0
2016,Nebraska,Nuckolls,2205,353.0,1726.0,126.0
2016,Nebraska,Otoe,7457,2025.0,4860.0,572.0
2016,Nebraska,Pawnee,1327,279.0,974.0,74.0
2016,Nebraska,Perkins,1455,161.0,1217.0,77.0
2016,Nebraska,Phelps,4695,572.0,3849.0,274.0
2016,Nebraska,Pierce,3630,382.0,3052.0,196.0
2016,Nebraska,Platte,14433,2646.0,10965.0,822.0
2016,Nebraska,Polk,2582,413.0,2028.0,141.0
2016,Nebraska,Red Willow,5170,645.0,4258.0,267.0
2016,Nebraska,Richardson,3805,818.0,2769.0,218.0
2016,Nebraska,Rock,798,70.0,687.0,41.0
2016,Nebraska,Saline,5136,1733.0,3004.0,399.0
2016,Nebraska,Sarpy,80580,28033.0,45143.0,7404.0
2016,Nebraska,Saunders,10860,2523.0,7555.0,782.0
2016,Nebraska,Scotts Bluff,14317,3207.0,10076.0,1034.0
2016,Nebraska,Seward,7922,1875.0,5454.0,593.0
2016,Nebraska,Sheridan,2608,287.0,2211.0,110.0
2016,Nebraska,Sherman,1573,340.0,1150.0,83.0
2016,Nebraska,Sioux,736,81.0,616.0,39.0
2016,Nebraska,Stanton,2801,417.0,2187.0,197.0
2016,Nebraska,Thayer,2690,499.0,2051.0,140.0
2016,Nebraska,Thomas,393,30.0,344.0,19.0
2016,Nebraska,Thurston,2088,919.0,1043.0,126.0
2016,Nebraska,Valley,2205,339.0,1780.0,86.0
2016,Nebraska,Washington,10832,2623.0,7424.0,785.0
2016,Nebraska,Wayne,3776,835.0,2693.0,248.0
2016,Nebraska,Webster,1708,306.0,1330.0,72.0
2016,Nebraska,Wheeler,465,62.0,377.0,26.0
2016,Nebraska,York,6381,1186.0,4700.0,495.0
2016,Nevada,Churchill,10938,2210.0,7830.0,898.0
2016,Nevada,Clark,767156,402227.0,320057.0,44872.0
2016,Nevada,Douglas,27885,8454.0,17415.0,2016.0
2016,Nevada,Elko,18559,3401.0,13551.0,1607.0
2016,Nevada,Esmeralda,423,65.0,329.0,29.0
2016,Nevada,Eureka,854,74.0,723.0,57.0
2016,Nevada,Humboldt,6433,1386.0,4521.0,526.0
2016,Nevada,Lander,2413,403.0,1828.0,182.0
2016,Nevada,Lincoln,2132,285.0,1671.0,176.0
2016,Nevada,Lyon,23762,6146.0,16005.0,1611.0
2016,Nevada,Mineral,1997,637.0,1179.0,181.0
2016,Nevada,Nye,19595,5094.0,13324.0,1177.0
2016,Nevada,Pershing,1982,430.0,1403.0,149.0
2016,Nevada,Storey,2558,752.0,1616.0,190.0
2016,Nevada,Washoe,209909,97379.0,94758.0,17772.0
2016,Nevada,White Pine,3773,707.0,2723.0,343.0
2016,Nevada,Carson City,25016,9610.0,13125.0,2281.0
2016,New Hampshire,Belknap,35045,13517.0,19315.0,2213.0
2016,New Hampshire,Carroll,29616,12987.0,14635.0,1994.0
2016,New Hampshire,Cheshire,41895,22064.0,16876.0,2955.0
2016,New Hampshire,Coos,15627,6563.0,7952.0,1112.0
2016,New Hampshire,Grafton,51191,28510.0,19010.0,3671.0
2016,New Hampshire,Hillsborough,214157,99589.0,100013.0,14555.0
2016,New Hampshire,Merrimack,83648,40198.0,37674.0,5776.0
2016,New Hampshire,Rockingham,181434,79994.0,90447.0,10993.0
2016,New Hampshire,Strafford,69000,34894.0,29072.0,5034.0
2016,New Hampshire,Sullivan,22683,10210.0,10796.0,1677.0
2016,New Jersey,Atlantic,117291,60924.0,52690.0,3677.0
2016,New Jersey,Bergen,419296,231211.0,175529.0,12556.0
2016,New Jersey,Burlington,218943,121725.0,89272.0,7946.0
2016,New Jersey,Camden,226592,146717.0,72631.0,7244.0
2016,New Jersey,Cape May,48722,18750.0,28446.0,1526.0
2016,New Jersey,Cumberland,54004,27771.0,24453.0,1780.0
2016,New Jersey,Essex,310934,240837.0,63176.0,6921.0
2016,New Jersey,Gloucester,139542,66870.0,67544.0,5128.0
2016,New Jersey,Hudson,219375,163917.0,49043.0,6415.0
2016,New Jersey,Hunterdon,70836,28898.0,38712.0,3226.0
2016,New Jersey,Mercer,156529,104775.0,46193.0,5561.0
2016,New Jersey,Middlesex,326102,193044.0,122953.0,10105.0
2016,New Jersey,Monmouth,314377,137181.0,166723.0,10473.0
2016,New Jersey,Morris,250416,115249.0,126071.0,9096.0
2016,New Jersey,Ocean,274362,87150.0,179079.0,8133.0
2016,New Jersey,Passaic,194802,116759.0,72902.0,5141.0
2016,New Jersey,Salem,29494,11904.0,16381.0,1209.0
2016,New Jersey,Somerset,157092,85689.0,65505.0,5898.0
2016,New Jersey,Sussex,74126,24212.0,46658.0,3256.0
2016,New Jersey,Union,221975,147414.0,68114.0,6447.0
2016,New Jersey,Warren,49236,17281.0,29858.0,2097.0
2016,New Mexico,Bernalillo,274662,143417.0,94698.0,36547.0
2016,New Mexico,Catron,2049,427.0,1464.0,158.0
2016,New Mexico,Chaves,20271,5534.0,12872.0,1865.0
2016,New Mexico,Cibola,8063,3741.0,3195.0,1127.0
2016,New Mexico,Colfax,5332,2129.0,2585.0,618.0
2016,New Mexico,Curry,13370,3121.0,9035.0,1214.0
2016,New Mexico,De Baca,910,193.0,620.0,97.0
2016,New Mexico,Dona Ana,70648,37947.0,25374.0,7327.0
2016,New Mexico,Eddy,19667,5033.0,13147.0,1487.0
2016,New Mexico,Grant,12811,6276.0,5288.0,1247.0
2016,New Mexico,Guadalupe,1827,970.0,595.0,262.0
2016,New Mexico,Harding,527,156.0,311.0,60.0
2016,New Mexico,Hidalgo,1872,784.0,910.0,178.0
2016,New Mexico,Lea,17712,3930.0,12495.0,1287.0
2016,New Mexico,Lincoln,8902,2331.0,5896.0,675.0
2016,New Mexico,Los Alamos,10885,5562.0,3359.0,1964.0
2016,New Mexico,Luna,7295,3195.0,3478.0,622.0
2016,New Mexico,McKinley,21703,13576.0,5104.0,3023.0
2016,New Mexico,Mora,2441,1536.0,665.0,240.0
2016,New Mexico,Otero,20060,6124.0,11887.0,2049.0
2016,New Mexico,Quay,3572,1017.0,2212.0,343.0
2016,New Mexico,Rio Arriba,14878,9592.0,3599.0,1687.0
2016,New Mexico,Roosevelt,5950,1454.0,3884.0,612.0
2016,New Mexico,Sandoval,61690,27707.0,25905.0,8078.0
2016,New Mexico,San Juan,46110,12865.0,27946.0,5299.0
2016,New Mexico,San Miguel,10751,7285.0,2313.0,1153.0
2016,New Mexico,Santa Fe,71434,50793.0,14332.0,6309.0
2016,New Mexico,Sierra,5181,1612.0,3010.0,559.0
2016,New Mexico,Socorro,6868,3313.0,2616.0,939.0
2016,New Mexico,Taos,15260,10668.0,2727.0,1865.0
2016,New Mexico,Torrance,6324,1785.0,3714.0,825.0
2016,New Mexico,Union,1702,320.0,1216.0,166.0
2016,New Mexico,Valencia,27592,10841.0,13215.0,3536.0
2016,Missouri,Kansas City,128601,97735.0,24654.0,6212.0
2016,New York,Albany,139830,83077.0,47810.0,8943.0
2016,New York,Allegany,18692,4882.0,12525.0,1285.0
2016,New York,Bronx,399522,353646.0,37797.0,8079.0
2016,New York,Broome,86072,39212.0,40943.0,5917.0
2016,New York,Cattaraugus,31161,9497.0,19692.0,1972.0
2016,New York,Cayuga,33172,13522.0,17384.0,2266.0
2016,New York,Chautauqua,54234,19091.0,31594.0,3549.0
2016,New York,Chemung,36119,13757.0,20097.0,2265.0
2016,New York,Chenango,20160,6775.0,11921.0,1464.0
2016,New York,Clinton,32105,15059.0,14449.0,2597.0
2016,New York,Columbia,30902,15284.0,13756.0,1862.0
2016,New York,Cortland,20244,8771.0,9900.0,1573.0
2016,New York,Delaware,19792,6627.0,11942.0,1223.0
2016,New York,Dutchess,130934,62261.0,61797.0,6876.0
2016,New York,Erie,423625,215456.0,188303.0,19866.0
2016,New York,Essex,17218,7762.0,7958.0,1498.0
2016,New York,Franklin,16952,7297.0,8221.0,1434.0
2016,New York,Fulton,21214,6496.0,13462.0,1256.0
2016,New York,Genesee,26432,7650.0,16915.0,1867.0
2016,New York,Greene,22050,7405.0,13073.0,1572.0
2016,New York,Hamilton,3225,949.0,2064.0,212.0
2016,New York,Herkimer,26255,8083.0,16699.0,1473.0
2016,New York,Jefferson,38236,13809.0,21763.0,2664.0
2016,New York,Kings,805605,640553.0,141044.0,24008.0
2016,New York,Lewis,11325,3146.0,7400.0,779.0
2016,New York,Livingston,30031,10697.0,17290.0,2044.0
2016,New York,Madison,30064,11667.0,15936.0,2461.0
2016,New York,Monroe,347790,188592.0,136582.0,22616.0
2016,New York,Montgomery,19054,6595.0,11301.0,1158.0
2016,New York,Nassau,636967,326088.0,288313.0,22566.0
2016,New York,New York,668939,579013.0,64929.0,24997.0
2016,New York,Niagara,92402,35559.0,51961.0,4882.0
2016,New York,Oneida,91009,33743.0,51437.0,5829.0
2016,New York,Onondaga,208440,112337.0,83649.0,12454.0
2016,New York,Ontario,52258,22233.0,26029.0,3996.0
2016,New York,Orange,152021,68278.0,76645.0,7098.0
2016,New York,Orleans,16380,4470.0,10936.0,974.0
2016,New York,Oswego,48180,17095.0,27688.0,3397.0
2016,New York,Otsego,25668,10451.0,13308.0,1909.0
2016,New York,Putnam,48563,19366.0,27024.0,2173.0
2016,New York,Queens,686393,517220.0,149341.0,19832.0
2016,New York,Rensselaer,71562,32717.0,33726.0,5119.0
2016,New York,Richmond,180960,74143.0,101437.0,5380.0
2016,New York,Rockland,135087,69342.0,60911.0,4834.0
2016,New York,St. Lawrence,39158,16488.0,19942.0,2728.0
2016,New York,Saratoga,114094,50913.0,54575.0,8606.0
2016,New York,Schenectady,67280,33747.0,28953.0,4580.0
2016,New York,Schoharie,14050,4240.0,8831.0,979.0
2016,New York,Schuyler,8772,3091.0,5050.0,631.0
2016,New York,Seneca,13980,5697.0,7236.0,1047.0
2016,New York,Steuben,42002,12526.0,26831.0,2645.0
2016,New York,Suffolk,681254,303951.0,350570.0,26733.0
2016,New York,Sullivan,29955,12568.0,15931.0,1456.0
2016,New York,Tioga,22299,7526.0,13260.0,1513.0
2016,New York,Tompkins,42678,28890.0,10371.0,3417.0
2016,New York,Ulster,81355,42101.0,34006.0,5248.0
2016,New York,Warren,31408,13091.0,15751.0,2566.0
2016,New York,Washington,24528,9098.0,13610.0,1820.0
2016,New York,Wayne,39687,13473.0,23380.0,2834.0
2016,New York,Westchester,420655,272926.0,131238.0,16491.0
2016,New York,Wyoming,17298,3904.0,12442.0,952.0
2016,New York,Yates,10066,3659.0,5660.0,747.0
2016,North Carolina,Alamance,71157,29833.0,38815.0,2509.0
2016,North Carolina,Alexander,18271,3767.0,13893.0,611.0
2016,North Carolina,Alleghany,5315,1306.0,3814.0,195.0
2016,North Carolina,Anson,10545,5859.0,4506.0,180.0
2016,North Carolina,Ashe,13424,3500.0,9412.0,512.0
2016,North Carolina,Avery,8249,1689.0,6298.0,262.0
2016,North Carolina,Beaufort,23938,8764.0,14543.0,631.0
2016,North Carolina,Bertie,9347,5778.0,3456.0,113.0
2016,North Carolina,Bladen,15897,7058.0,8550.0,289.0
2016,North Carolina,Brunswick,68351,23282.0,42720.0,2349.0
2016,North Carolina,Buncombe,138947,75452.0,55716.0,7779.0
2016,North Carolina,Burke,38920,11251.0,26238.0,1431.0
2016,North Carolina,Cabarrus,93289,35521.0,53819.0,3949.0
2016,North Carolina,Caldwell,36320,8425.0,26621.0,1274.0
2016,North Carolina,Camden,5006,1274.0,3546.0,186.0
2016,North Carolina,Carteret,37781,9939.0,26569.0,1273.0
2016,North Carolina,Caswell,11070,4792.0,6026.0,252.0
2016,North Carolina,Catawba,72351,21216.0,48324.0,2811.0
2016,North Carolina,Chatham,39849,21065.0,17105.0,1679.0
2016,North Carolina,Cherokee,14181,2860.0,10844.0,477.0
2016,North Carolina,Chowan,7228,2992.0,4014.0,222.0
2016,North Carolina,Clay,6010,1367.0,4437.0,206.0
2016,North Carolina,Cleveland,44673,14964.0,28479.0,1230.0
2016,North Carolina,Columbus,23732,9063.0,14272.0,397.0
2016,North Carolina,Craven,47001,17630.0,27731.0,1640.0
2016,North Carolina,Cumberland,127506,71605.0,51265.0,4636.0
2016,North Carolina,Currituck,12669,2913.0,9163.0,593.0
2016,North Carolina,Dare,19609,7222.0,11460.0,927.0
2016,North Carolina,Davidson,74856,18109.0,54317.0,2430.0
2016,North Carolina,Davie,21756,5270.0,15602.0,884.0
2016,North Carolina,Duplin,20856,8283.0,12217.0,356.0
2016,North Carolina,Durham,156134,121250.0,28350.0,6534.0
2016,North Carolina,Edgecombe,24886,16224.0,8261.0,401.0
2016,North Carolina,Forsyth,178312,94464.0,75975.0,7873.0
2016,North Carolina,Franklin,30368,12874.0,16368.0,1126.0
2016,North Carolina,Gaston,96431,31177.0,61798.0,3456.0
2016,North Carolina,Gates,5392,2385.0,2874.0,133.0
2016,North Carolina,Graham,4168,768.0,3283.0,117.0
2016,North Carolina,Granville,27353,12909.0,13591.0,853.0
2016,North Carolina,Greene,8095,3605.0,4374.0,116.0
2016,North Carolina,Guilford,257405,149248.0,98062.0,10095.0
2016,North Carolina,Halifax,25167,15748.0,9031.0,388.0
2016,North Carolina,Harnett,46065,16737.0,27614.0,1714.0
2016,North Carolina,Haywood,30727,10473.0,18929.0,1325.0
2016,North Carolina,Henderson,58176,19827.0,35809.0,2540.0
2016,North Carolina,Hertford,10186,6910.0,3099.0,177.0
2016,North Carolina,Hoke,18230,9726.0,7760.0,744.0
2016,North Carolina,Hyde,2304,965.0,1288.0,51.0
2016,North Carolina,Iredell,82567,24734.0,54754.0,3079.0
2016,North Carolina,Jackson,18713,7713.0,9870.0,1130.0
2016,North Carolina,Johnston,85909,28362.0,54372.0,3175.0
2016,North Carolina,Jones,5135,2065.0,2974.0,96.0
2016,North Carolina,Lee,25084,10469.0,13712.0,903.0
2016,North Carolina,Lenoir,26807,12634.0,13613.0,560.0
2016,North Carolina,Lincoln,40023,9897.0,28806.0,1320.0
2016,North Carolina,McDowell,19875,4667.0,14568.0,640.0
2016,North Carolina,Macon,17734,4876.0,12127.0,731.0
2016,North Carolina,Madison,11269,3926.0,6783.0,560.0
2016,North Carolina,Martin,11964,5846.0,5897.0,221.0
2016,North Carolina,Mecklenburg,472857,294562.0,155518.0,22777.0
2016,North Carolina,Mitchell,8096,1596.0,6282.0,218.0
2016,North Carolina,Montgomery,11540,4150.0,7130.0,260.0
2016,North Carolina,Moore,48692,16329.0,30490.0,1873.0
2016,North Carolina,Nash,47665,23235.0,23319.0,1111.0
2016,North Carolina,New Hanover,111905,50979.0,55344.0,5582.0
2016,North Carolina,Northampton,9848,6144.0,3582.0,122.0
2016,North Carolina,Onslow,57135,17514.0,37122.0,2499.0
2016,North Carolina,Orange,82340,59923.0,18557.0,3860.0
2016,North Carolina,Pamlico,6870,2448.0,4258.0,164.0
2016,North Carolina,Pasquotank,17391,8615.0,8180.0,596.0
2016,North Carolina,Pender,27885,9354.0,17639.0,892.0
2016,North Carolina,Perquimans,6708,2319.0,4177.0,212.0
2016,North Carolina,Person,19615,7833.0,11185.0,597.0
2016,North Carolina,Pitt,80527,41824.0,35691.0,3012.0
2016,North Carolina,Polk,10934,3735.0,6768.0,431.0
2016,North Carolina,Randolph,64575,13194.0,49430.0,1951.0
2016,North Carolina,Richmond,19328,8501.0,10383.0,444.0
2016,North Carolina,Robeson,40858,19016.0,20762.0,1080.0
2016,North Carolina,Rockingham,42278,14228.0,26830.0,1220.0
2016,North Carolina,Rowan,64369,19400.0,42810.0,2159.0
2016,North Carolina,Rutherford,30307,7512.0,21871.0,924.0
2016,North Carolina,Sampson,25928,10547.0,14838.0,543.0
2016,North Carolina,Scotland,13928,7319.0,6256.0,353.0
2016,North Carolina,Stanly,29917,7094.0,21964.0,859.0
2016,North Carolina,Stokes,22550,4665.0,17116.0,769.0
2016,North Carolina,Surry,32196,7488.0,23671.0,1037.0
2016,North Carolina,Swain,6124,2196.0,3565.0,363.0
2016,North Carolina,Transylvania,17869,6558.0,10520.0,791.0
2016,North Carolina,Tyrrell,1739,720.0,975.0,44.0
